,id,car_from,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText_heading,trendingText_desc,id,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Accessory Power Outlet,Active Noise Cancellation,Adjustable Head Lights,Adjustable Headrest,Adjustable Seats,Adjustable Steering,Air Conditioner,Air Quality Control,Alloy Wheels,Android Auto,Anti Lock Braking System,Anti Pinch Power Windows,Anti Theft Alarm,Anti Theft Device,Apple Car Play,Audio System Remote Control,Automatic Driving Lights,Automatic Head Lamps,Battery Saver,Blind Spot Monitor,Bluetooth,Brake Assist,Cassette Player,Cd Changer,Cd Player,Centeral Locking,Centrally Mounted Fuel Tank,Child Safety Locks,Chrome Garnish,Chrome Grille,Cigarette Lighter,Clutch Lock,Compass,Cornering Foglamps,Cornering Headlamps,Crash Sensor,Cruise Control,Cup Holders Front,Cup Holders Rear,Day Night Rear View Mirror,Digital Clock,Digital Odometer,Door Ajar Warning,Drive Modes,Driver Air Bag,Driving Experience Control Eco,Dual Tone Body Colour,Dual Tone Dashboard,Dvd Player,Ebd,Electric Folding Rear View Mirror,Electronic Multi Tripmeter,Eletronic Stability Control,Engine Check Warning,Engine Immobilizer,Engine Start Stop Button,Fabric Upholstery,Find My Car Location,Fog Lights Front,Fog Lights Rear,Follow Me Home Headlamps,Front Impact Beams,Gear Shift Indicator,Geo Fence Alert,Glove Box Cooling,Glove Compartment,Halogen Headlamps,Hands Free Tailgate,Headlamp Washers,Heads Up Display,Heated Wing Mirror,Heater,Height Adjustable Driver Seat,Height Adjustable Front Seat Belts,Hill Assist,Hill Descent Control,Impact Sensing Auto Door Lock,Integrated Antenna,Integrated2Din Audio,Internal Storage,Isofix Child Seat Mounts,Keyless Entry,Knee Airbags,LEDDRLs,LEDFog Lamps,LEDHeadlights,LEDTaillights,Lane Change Indicator,Lane Watch Camera,Leather Seats,Leather Steering Wheel,Leather Wrap Gear Shift Selector,Low Fuel Warning Light,Luggage Hook And Net,Manually Adjustable Exterior Rear View Mirror,Mirror Link,Moon Roof,Multifunction Steering Wheel,Navigation System,No Of Airbags,Number Of Speaker,Outside Rear View Mirror Turn Indicators,Outside Temperature Display,Passenger Air Bag,Passenger Side Rear View Mirror,Power Adjustable Exterior Rear View Mirror,Power Antenna,Power Boot,Power Door Locks,Power Steering,Power Windows Front,Power Windows Rear,Pretensioners And Force Limiter Seatbelts,Projector Headlamps,Radio,Rain Sensing Wiper,Real Time Vehicle Tracking,Rear ACVents,Rear Camera,Rear Entertainment System,Rear Folding Table,Rear Reading Lamp,Rear Seat Belts,Rear Seat Centre Arm Rest,Rear Seat Headrest,Rear Spoiler,Rear Window Defogger,Rear Window Washer,Rear Window Wiper,Remote Climate Control,Remote Engine Start Stop,Remote Fuel Lid Opener,Remote Horn Light Control,Remote Trunk Opener,Removable Convertible Top,Roof Carrier,Roof Rail,Seat Belt Warning,Seat Lumbar Support,Side Air Bag Front,Side Air Bag Rear,Side Impact Beams,Side Stepper,Smart Access Card Entry,Smart Key Band,Smoke Headlamps,Sos Emergency Assistance,Speakers Front,Speakers Rear,Speed Alert,Speed Sensing Auto Door Lock,Steering Mounted Tripmeter,Steering Wheel Gearshift Paddles,Sun Roof,Tachometer,Tailgate Ajar,Tinted Glass,Touch Screen,Touch Screen Size,Traction Control,Trunk Light,Tyre Pressure Monitor,Usb Auxiliary Input,Vanity Mirror,Vehicle Stability Control System,Ventilated Seats,View360Camera,Voice Control,Wheel Covers,Wifi Connectivity,Wireless Phone Charging,Xenon Headlamps,id,Acceleration,Alloy Wheel Size,BoreX Stroke,Cargo Volumn,Color,Compression Ratio,Displacement,Drive Type,Engine,Engine Type,Front Brake Type,Front Tread,Fuel Suppy System,Gear Box,Gross Weight,Ground Clearance Unladen,Height,Kerb Weight,Length,Max Power,Max Torque,Mileage,No Door Numbers,No of Cylinder,Rear Brake Type,Rear Tread,Seating Capacity,Seats,Steering Type,Super Charger,Top Speed,Torque,Turbo Charger,Turning Radius,Tyre Type,Value Configuration,Values per Cylinder,Wheel Base,Wheel Size,Width,d,id
348,348,kolkata,0,Petrol,Sedan,"80,000",Manual,2,2nd Owner,Toyota,Toyota Corolla Altis,2015,2144,GL MT,₹ 5.95 Lakh,,,,Trending Car!,High chances of sale in next 6 days,348,2015,Third Party insurance,Petrol,5 Seats,"80,000 Kms",WB02,Second Owner,1798 cc,Manual,2015.0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,348,10.1 Seconds,16,,470-litres,Others,,1798,FWD,1798 CC,2ZR-FE Petrol Engine,Ventilated Disc,1517mm,EFI,6 Speed,1650kg,,1475mm,1195kg,4620mm,138.03bhp,173Nm@4000rpm,14.28 kmpl,4,4.0,Solid Disc,1522mm,5,5,Power,No,200 Kmph,173Nm,No,5.4 metres,"Tubeless,Radial",DOHC,4.0,2700mm,16,1776mm,,348
349,349,kolkata,0,Petrol,Hatchback,"6,398",Manual,1,1st Owner,Maruti,Maruti Celerio,2022,8682,ZXI BSVI,₹ 5.46 Lakh,,,,Trending Car!,High chances of sale in next 6 days,349,Feb 2022,Comprehensive,Petrol,5 Seats,"6,398 Kms",WB26,First Owner,998 cc,Manual,2022.0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,349,,,,313,Red,,998,,998 CC,K10C,Ventilated Disc,1430,,5-Speed,1260,,1555,810,3695mm,65.71bhp,89Nm@3500rpm,25.24 kmpl,5,3.0,Drum,1440,5,5,Electric,,,89Nm,,,"Tubeless, Radial",,4.0,2435,,1655,,349
350,350,kolkata,0,Petrol,Hatchback,"45,739",Automatic,1,1st Owner,Hyundai,Hyundai Grand i10 Nios,2020,7092,AMT Sportz,₹ 5.88 Lakh,,,,Trending Car!,High chances of sale in next 6 days,350,Jul 2020,Comprehensive,Petrol,5 Seats,"45,739 Kms",WB26,First Owner,1197 cc,Automatic,2020.0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,350,,14,,,Silver,,1197,,1197 CC,1.2 Kappa petrol,Disc,,,5-Speed,,,1520,1140,3805mm,81.86bhp,113.8nm@4000rpm,20.7 kmpl,5,4.0,Drum,,5,5,Electric,,,113.8nm,No,,"Tubeless, Radial",,4.0,2450,14,1680,,350
351,351,kolkata,0,Diesel,SUV,"46,000",Manual,1,1st Owner,Toyota,Toyota Fortuner,2016,2253,4x4 MT,₹ 23 Lakh,,,,Trending Car!,High chances of sale in next 6 days,351,Dec 2016,Third Party insurance,Diesel,7 Seats,"46,000 Kms",WB02,First Owner,2982 cc,Manual,2016.0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,351,9.6 Seconds,17,,296-litres,White,,2982,4WD,2982 CC,D-4D Diesel Engine,Ventilated Disc,1540mm,CRDi,5 Speed,2510kg,,1850mm,1970kg,4705mm,168.5bhp,343Nm@1400-3400rpm,12.55 kmpl,5,4.0,Drum,1540mm,7,7,Power,No,176 Kmph,343Nm,Yes,5.9 metres,"Tubeless,Radial",DOHC,4.0,2750mm,17,1840mm,,351
352,352,kolkata,0,Petrol,SUV,"35,254",Manual,1,1st Owner,Honda,Honda BR-V,2016,1183,i-VTEC S MT,₹ 4.99 Lakh,,,,Trending Car!,High chances of sale in next 6 days,352,Jul 2016,Comprehensive,Petrol,7 Seats,"35,254 Kms",WB02,First Owner,1497 cc,Manual,2016.0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,352,,,2.99 X 3.46 mm,223-litres,Silver,,1497,FWD,1497 CC,i-VTEC Petrol Engine,Disc,,,6 Speed,,,1666mm,1217kg,4453mm,117.3bhp,145Nm@4600rpm,15.4 kmpl,5,4.0,Drum,,7,7,Power,No,,145Nm,No,5.3 metres,"Tubeless,Radials",SOHC,4.0,2662mm,,1735mm,,352
353,353,kolkata,0,Petrol,Sedan,"41,334",Manual,1,1st Owner,Toyota,Toyota Yaris,2018,7286,V,₹ 6.23 Lakh,,,,Trending Car!,High chances of sale in next 6 days,353,Jun 2018,Comprehensive,Petrol,5 Seats,"41,334 Kms",WB12,First Owner,1496 cc,Manual,2018.0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,353,,15,,476,Red,,1496,FWD,1496 CC,1.5 Dual VVT-i Engine,Disc,,EFI,6 Speed,1580kg,,1495mm,1105kg,4425mm,105.5bhp,140Nm@4200rpm,17.1 kmpl,4,4.0,Disc,,5,5,Power,No,,140Nm,No,5.1m,"Tubless, Radial",DOHC,4.0,2550mm,15,1730mm,,353
354,354,kolkata,0,Petrol,Hatchback,"51,463",Manual,1,1st Owner,Honda,Honda Brio,2014,1188,S MT,₹ 3 Lakh,,,,Trending Car!,High chances of sale in next 6 days,354,May 2014,Third Party insurance,Petrol,5 Seats,"51,463 Kms",WB20,First Owner,1198 cc,Manual,2014.0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,354,14.5 Seconds,,,175-litres,Black,,1198,FWD,1198 CC,i-VTEC Engine,Disc,1480mm,PGM - Fi,5 Speed,,,1500mm,925kg,3610mm,86.8bhp,109Nm@4500rpm,19.4 kmpl,5,4.0,Drum,1465mm,5,5,Power,No,164 Kmph,109Nm,No,4.5 metres,"Tubeless,Radial",SOHC,4.0,2345mm,,1680mm,,354
355,355,kolkata,0,Petrol,Hatchback,"29,478",Manual,1,1st Owner,Maruti,Maruti Alto 800,2019,6789,VXI BSIV,₹ 3.38 Lakh,,,,Trending Car!,High chances of sale in next 6 days,355,Aug 2019,Comprehensive,Petrol,5 Seats,"29,478 Kms",WB14,First Owner,796 cc,Manual,2019.0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,355,19 Seconds,,,177,Silver,,796,FWD,796 CC,F8D Petrol Engine,Solid Disc,1295mm,MPFi,5 Speed,1185kg,,1475mm,762kg,3445mm,47.3bhp,69Nm@3500rpm,24.7 kmpl,5,3.0,Drum,1290mm,5,5,Manual,No,140 kmph,69Nm,No,4.6 metres,Tubeless Tyres,DOHC,4.0,2360mm,,1490mm,,355
356,356,kolkata,0,Diesel,MUV,"85,101",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,2019,7315,2.4 ZX MT,₹ 17.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,356,Sept 2019,Comprehensive,Diesel,7 Seats,"85,101 Kms",WB32,First Owner,2393 cc,Manual,2019.0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,356,,17,3.62 X 4.08 mm,,Parpel,,2393,RWD,2393 CC,2-GD FTV Engine,Disc,1530mm,CRDi,5 Speed,2490kg,178mm,1795mm,1920kg,4735mm,147.51bhp,343Nm@1400-2800rpm,13.68 kmpl,5,4.0,Drum,1530mm,7,7,Power,No,,343Nm,Yes,5.4,"Tubeless,Radial",DOHC,4.0,2750mm,17,1830mm,,356
357,357,kolkata,0,Petrol,Hatchback,"6,903",Manual,1,1st Owner,Maruti,Maruti S-Presso,2022,7173,VXI Plus 2019-2022,₹ 4.43 Lakh,,,,Trending Car!,High chances of sale in next 6 days,357,Feb 2022,Comprehensive,Petrol,5 Seats,"6,903 Kms",WB50,First Owner,998 cc,Manual,2022.0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,357,,,,,Red,,998,FWD,998 CC,K10C,Ventilated Disc,1316,,5 Speed,1170,,1567,736-775,3565,65.71bhp,89Nm@3500rpm,21.7 kmpl,5,3.0,Drum,1318,5,5,Power,,,89Nm,,4.5,"Tubeless, Radial",,4.0,2380,,1520,,357
358,358,kolkata,0,Petrol,Hatchback,"57,602",Manual,2,2nd Owner,Hyundai,Hyundai i10,2013,1570,Sportz,₹ 2.13 Lakh,,,,Trending Car!,High chances of sale in next 6 days,358,May 2013,Comprehensive,Petrol,5 Seats,"57,602 Kms",WB02,Second Owner,1197 cc,Manual,2013.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,358,,13,71 x 75.6 mm,,Red,10.5:1,1197,FWD,1197 CC,DOHC Kappa2 Engine,Ventilated Disc,1400mm,MPFI,5 Speed,,,1550mm,960,3585mm,78.9bhp,111.8Nm@4000rpm,20.36 kmpl,4,4.0,Drum,1385mm,5,5,Power,No,,111.8Nm,No,,"Tubeless,Radial",DOHC,4.0,2380mm,13,1595mm,,358
359,359,kolkata,0,Diesel,Sedan,"52,047",Automatic,2,2nd Owner,Porsche,Porsche Panamera,2013,4515,Diesel,₹ 31.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,359,Sept 2013,Third Party insurance,Diesel,4 Seats,"52,047 Kms",OD02,Second Owner,4806 cc,Automatic,2013.0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,359,5.6 Seconds ,18,96 (mm) / 83 (mm),445-litres,Orange,12.5:1,4806,RWD,4806 CC,4.8-litre V8 Engine,Disc,,Direct Injection,6 Speed,2375kg,,1418mm,1770kg,4970mm,394.3bhp ,500Nm @3500-5000rpm,7.5 kmpl,4,8.0,Disc,,4,4,Power,No,285km/hr,500Nm ,No,,"Tubeless,Radial",,4.0,2920mm,18,1931mm,,359
360,360,kolkata,0,Diesel,SUV,"71,742",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz GLE,2017,4651,250d,₹ 37 Lakh,,,,Trending Car!,High chances of sale in next 6 days,360,Oct 2017,Comprehensive,Diesel,5 Seats,"71,742 Kms",WB02,First Owner,2143 cc,Automatic,2017.0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,360,8.6 Seconds,19,83.0 x 92.0 mm,690-litres,Black,16.2:1,2143,AWD,2143 CC,In Line Engine,Ventilated Disc,1648mm,CRDi,9 Speed,2950kg,,1796mm,2150kg,4819mm,201.15bhp,500Nm@1600-1800rpm,17.9 kmpl,5,4.0,Ventilated Disc,1663mm,5,5,Power,No,212 Kmph,500Nm,Yes,5.9 metres,"Radial,Tubeless",DOHC,4.0,2915mm,19,2141mm,,360
361,361,kolkata,0,Petrol,SUV,413,Automatic,1,1st Owner,Volvo,Volvo XC40,2023,9320,B4 Ultimate BSVI,₹ 44.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,361,May 2023,Comprehensive,Petrol,5 Seats,413 Kms,WB02,First Owner,1969 cc,Automatic,2023.0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,361,,18,,452,Blue,,1969,FWD,1969 CC,,Disc,,,8-speed,,,1652,1668,4440,197bhp,300Nm,12.18 kmpl,5,4.0,Disc,,5,5,Electric,,180,300Nm,,,"Tubeless, Radial",,4.0,,18,1863,,361
362,362,kolkata,0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Maruti,Maruti Alto 800,2015,3943,LXI,₹ 2.34 Lakh,,,,Trending Car!,High chances of sale in next 6 days,362,Jan 2015,Comprehensive,Petrol,5 Seats,"10,000 Kms",WB08,First Owner,796 cc,Manual,2015.0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,362,19 Seconds,,,177-litres,Maroon,,796,FWD,796 CC,F8D Petrol Engine,Solid Disc,1295mm,MPFi,5 Speed,1185kg,,1475mm,720kg,3395mm,47.3bhp,69Nm@3500rpm,22.74 kmpl,5,3.0,Drum,1290mm,5,5,Power,No,140 kmph,69Nm,No,4.6 metres,Tubeless Tyres,DOHC,4.0,2360mm,,1490mm,,362
363,363,kolkata,0,Petrol,Hatchback,"50,000",Manual,1,1st Owner,Hyundai,Hyundai i10,2009,1589,Era 1.1,₹ 1.40 Lakh,,,,Trending Car!,High chances of sale in next 6 days,363,2009,Third Party insurance,Petrol,5 Seats,"50,000 Kms",First Owner,1086 cc,Manual,2009,,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,14.3 Seconds,,,225-litres,Others,,1086,FWD,1086 CC,IRDE2 Engine,Ventilated Disc,1400mm,MPFI,5 Speed,,,1550mm,860kg,3585mm,68.05bhp,99.04Nm@4500rpm,19.81 kmpl,5,4.0,Drum,1385mm,5,5,Power,No,165 Kmph,99.04Nm,No,4.7 metres,Tubeless,SOHC,3.0,2380mm,,1595mm,,363
364,364,kolkata,0,Petrol,Hatchback,"18,000",Automatic,1,1st Owner,Maruti,Maruti Baleno,2018,3964,1.2 CVT Delta,₹ 5.34 Lakh,,,,Trending Car!,High chances of sale in next 6 days,364,Oct 2018,Comprehensive,Petrol,5 Seats,"18,000 Kms",WB26,First Owner,1197 cc,Automatic,2018.0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,364,12.79 seconds,,,339-litres,Red,,1197,FWD,1197 CC,VVT Petrol Engine,Disc,1515mm,MPFI,CVT,1360kg,,1510mm,910kg,3995mm,83.1bhp,115Nm@4000rpm,21.4 kmpl,5,4.0,Drum,1525mm,5,5,Power,No,180 Kmph,115Nm,No,4.9 meters,"Tubeless,Radial",DOHC,4.0,2520mm,,1745mm,,364
