,id,car_from,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText_heading,trendingText_desc,id,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Accessory Power Outlet,Active Noise Cancellation,Adjustable Head Lights,Adjustable Headrest,Adjustable Seats,Adjustable Steering,Air Conditioner,Air Quality Control,Alloy Wheels,Android Auto,Anti Lock Braking System,Anti Pinch Power Windows,Anti Theft Alarm,Anti Theft Device,Apple Car Play,Audio System Remote Control,Automatic Driving Lights,Automatic Head Lamps,Battery Saver,Blind Spot Monitor,Bluetooth,Brake Assist,Cassette Player,Cd Changer,Cd Player,Centeral Locking,Centrally Mounted Fuel Tank,Child Safety Locks,Chrome Garnish,Chrome Grille,Cigarette Lighter,Clutch Lock,Compass,Cornering Foglamps,Cornering Headlamps,Crash Sensor,Cruise Control,Cup Holders Front,Cup Holders Rear,Day Night Rear View Mirror,Digital Clock,Digital Odometer,Door Ajar Warning,Drive Modes,Driver Air Bag,Driving Experience Control Eco,Dual Tone Body Colour,Dual Tone Dashboard,Dvd Player,Ebd,Electric Folding Rear View Mirror,Electronic Multi Tripmeter,Eletronic Stability Control,Engine Check Warning,Engine Immobilizer,Engine Start Stop Button,Fabric Upholstery,Find My Car Location,Fog Lights Front,Fog Lights Rear,Follow Me Home Headlamps,Front Impact Beams,Gear Shift Indicator,Geo Fence Alert,Glove Box Cooling,Glove Compartment,Halogen Headlamps,Hands Free Tailgate,Headlamp Washers,Heads Up Display,Heated Wing Mirror,Heater,Height Adjustable Driver Seat,Height Adjustable Front Seat Belts,Hill Assist,Hill Descent Control,Impact Sensing Auto Door Lock,Integrated Antenna,Integrated2Din Audio,Internal Storage,Isofix Child Seat Mounts,Keyless Entry,Knee Airbags,LEDDRLs,LEDFog Lamps,LEDHeadlights,LEDTaillights,Lane Change Indicator,Lane Watch Camera,Leather Seats,Leather Steering Wheel,Leather Wrap Gear Shift Selector,Low Fuel Warning Light,Luggage Hook And Net,Manually Adjustable Exterior Rear View Mirror,Mirror Link,Moon Roof,Multifunction Steering Wheel,Navigation System,No Of Airbags,Number Of Speaker,Outside Rear View Mirror Turn Indicators,Outside Temperature Display,Passenger Air Bag,Passenger Side Rear View Mirror,Power Adjustable Exterior Rear View Mirror,Power Antenna,Power Boot,Power Door Locks,Power Folding3rd Row Seat,Power Steering,Power Windows Front,Power Windows Rear,Pretensioners And Force Limiter Seatbelts,Projector Headlamps,Radio,Rain Sensing Wiper,Real Time Vehicle Tracking,Rear ACVents,Rear Camera,Rear Entertainment System,Rear Folding Table,Rear Reading Lamp,Rear Seat Belts,Rear Seat Centre Arm Rest,Rear Seat Headrest,Rear Spoiler,Rear Window Defogger,Rear Window Washer,Rear Window Wiper,Remote Climate Control,Remote Engine Start Stop,Remote Fuel Lid Opener,Remote Horn Light Control,Remote Trunk Opener,Removable Convertible Top,Roof Carrier,Roof Rail,Seat Belt Warning,Seat Lumbar Support,Side Air Bag Front,Side Air Bag Rear,Side Impact Beams,Side Stepper,Smart Access Card Entry,Smart Key Band,Smoke Headlamps,Sos Emergency Assistance,Speakers Front,Speakers Rear,Speed Alert,Speed Sensing Auto Door Lock,Steering Mounted Tripmeter,Steering Wheel Gearshift Paddles,Sun Roof,Tachometer,Tailgate Ajar,Tinted Glass,Touch Screen,Touch Screen Size,Traction Control,Trunk Light,Tyre Pressure Monitor,Usb Auxiliary Input,Vanity Mirror,Vehicle Stability Control System,Ventilated Seats,View360Camera,Voice Control,Wheel Covers,Wifi Connectivity,Wireless Phone Charging,Xenon Headlamps,id,Acceleration,Alloy Wheel Size,BoreX Stroke,Cargo Volumn,Color,Compression Ratio,Displacement,Drive Type,Engine,Engine Type,Front Brake Type,Front Tread,Fuel Suppy System,Gear Box,Gross Weight,Ground Clearance Unladen,Height,Kerb Weight,Length,Max Power,Max Torque,Mileage,No Door Numbers,No of Cylinder,Rear Brake Type,Rear Tread,Seating Capacity,Seats,Steering Type,Super Charger,Top Speed,Torque,Turbo Charger,Turning Radius,Tyre Type,Value Configuration,Values per Cylinder,Wheel Base,Wheel Size,Width,d,id
225,225,bangalore,0,Diesel,SUV,"93,725",Manual,1,1st Owner,Maruti,Maruti SX4 S Cross,2016,4276,DDiS 200 Delta,₹ 7.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,225,Dec 2016,Comprehensive,Diesel,5 Seats,"93,725 Kms",KA04,First Owner,1248 cc,Manual,2016.0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,225,13.5 Seconds,,69.6 x 82 mm,353-litres,Grey,,1248,FWD,1248 CC,DDiS 200 Diesel Engine,Ventilated Disc,,,5 Speed,1670kg,,1595mm,1220Kg,4300mm,88.5bhp,200Nm@1750rpm,23.65 kmpl,5,4.0,Solid Disc,,5,5,Power,No,160 Kmph,200Nm,Yes,5.2 meters,"Tubeless,Radial",DOHC,4.0,2600mm,,1785mm,,225
226,226,bangalore,0,Petrol,Sedan,"1,15,599",Automatic,2,2nd Owner,Maruti,Maruti Ciaz,2016,4000,AT ZXi Plus,₹ 6.32 Lakh,,,,Trending Car!,High chances of sale in next 6 days,226,Nov 2016,Comprehensive,Petrol,5 Seats,"1,15,599 Kms",KA03,Second Owner,1373 cc,Automatic,2016.0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,226,14 Seconds,16,73 x 82mm,510-litres,Silver,10.1:1,1373,FWD,1373 CC,k14B VVT Engine,Ventilated Disc,1495mm,MPFI,4 Speed,1490kg,,1485mm,1030kg,4490mm,91.1bhp,130Nm@4000rpm,19.12 kmpl,4,4.0,Drum,1505mm,5,5,Power,No,190 kmph,130Nm,No,5.4 metres,"Tubeless, Radial",DOHC,4.0,2650mm,16,1730mm,,226
227,227,bangalore,0,Petrol,Sedan,"43,469",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2015,10246,ZXI,₹ 6.45 Lakh,₹ 6.57 Lakh,,,Trending Car!,High chances of sale in next 6 days,227,Mar 2016,Zero Dep,Petrol,5 Seats,"43,469 Kms",KA52,First Owner,1197 cc,Manual,2015.0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,227,,15,,378,Red,,1197,,1197 CC,,Disc,,,5 Speed,1335,160,1515,880-915,3995mm,88.50bhp,113Nm@4400rpm,22.41 kmpl,4,4.0,Drum,,5,5,Electric,,,113Nm,,4.8,"Tubeless, Radial",,4.0,2450,15,1735,,227
228,228,bangalore,0,Petrol,Sedan,"70,000",Manual,4,4th Owner,Ford,Ford Ikon,2005,1091,1.3 Flair,₹ 5 Lakh,,,,Trending Car!,High chances of sale in next 6 days,228,2005,Third Party insurance,Petrol,5 Seats,"70,000 Kms",Fourth Owner,1299 cc,Manual,2005,,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,228,14.5 seconds,13,75.0 x 55.0 mm,400 litres,Others,10.2:1,1299,FWD,1299 CC,In-Line Engine,Ventilated Disc,,SEFI,5 Speed,,,"1,379 mm",1040,"4,140 mm",70 ,"10.7 @ 2,500 (kgm@rpm)",13.8 kmpl,4,4.0,Drum,,5,5,Power,No,157 kmph,10.7 ,No,4.9 m,"Tubeless,Radial",SOHC,2.0,"2,486 mm",13,"1,634 mm",,228
229,229,bangalore,0,Diesel,SUV,"77,000",Automatic,2,2nd Owner,BMW,BMW X5,2019,6940,xDrive 30d xLine,₹ 67.95 Lakh,,,,Trending Car!,High chances of sale in next 6 days,229,Jun 2019,Comprehensive,Diesel,5 Seats,"77,000 Kms",KA05,Second Owner,2993 cc,Automatic,2019.0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,229,6.5,20,,,White,,2993,AWD,2993 CC,TwinPower Turbo 6-cylinder engine,Disc,1666 mm,,8-Speed Steptronic,,,1745 mm,2060,4922 mm,261.50bhp,620Nm@1500-2500rpm,13.38 kmpl,5,6.0,Disc,1686 mm,5,5,Power,No,,620Nm,Twin,,"Tubeless, Runflat",,4.0,2975 mm,20,2218 mm,,229
230,230,bangalore,0,Diesel,SUV,"1,00,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2018,4302,LDi,₹ 8.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,230,Aug 2018,Comprehensive,Diesel,5 Seats,"1,00,000 Kms",KA51,First Owner,1248 cc,Manual,2018.0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,230,44.04m,,69.6 X 82 mm,328-litres,Red,,1248,FWD,1248 CC,DDiS 200 Diesel Engine,Ventilated Disc,,CRDi,5 Speed,1680kg,,1640mm,1175kg,3995mm,88.5bhp,200Nm@1750rpm,24.3 kmpl,5,4.0,Drum,,5,5,Power,No,172 kmph,200Nm,Yes,5.2 meters,"Tubeless,Radial",DOHC,4.0,2500mm,,1790mm,,230
231,231,bangalore,0,Petrol,Sedan,"72,000",Manual,1,1st Owner,Mitsubishi,Mitsubishi Cedia,2008,3380,Spirit,₹ 2.99 Lakh,,,,Trending Car!,High chances of sale in next 6 days,231,Oct 2008,Third Party insurance,Petrol,5 Seats,"72,000 Kms",KA51,First Owner,1999 cc,Manual,2008.0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,231,10.5 seconds,15,81.5 x 95.8 mm,430 litres,Silver,9.5 : 1,1999,,1999 CC,In-Line Engine,Ventilated Disc,1470mm,MPFI,5 Speed,1670kg,,1455mm,1210kg,4480mm,115 ,"17.8 @ 4,250 (kgm@rpm)",14.7 kmpl,4,4.0,Disc,1470mm,5,5,Power,No,180 kmph,17.8 ,No,4.9 m,"Tubeless,Radial",SOHC,4.0,2600mm,15,1695mm,,231
232,232,bangalore,0,Diesel,Sedan,"77,000",Automatic,1,1st Owner,Jaguar,Jaguar XF,2013,5006,2.2 Litre Luxury,₹ 20.95 Lakh,,,,Trending Car!,High chances of sale in next 6 days,232,Jun 2013,Comprehensive,Diesel,5 Seats,"77,000 Kms",KA51,First Owner,2179 cc,Automatic,2013.0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,232,8.5 Seconds,20,,540-litres,Blue,,2179,RWD,2179 CC,Diesel Engine ,Disc,1559mm,Direct Injection,8 Speed,2320kg,,1460mm,1780kg,4961mm,187.7bhp,450Nm@2000rpm,16.36 kmpl,4,4.0,Disc,1605mm,5,5,Power,No,225 Kmph,450Nm,Yes,5.75 metres,"Tubeless,Radial",DOHC,4.0,2909mm,20,1877mm,,232
233,233,bangalore,0,Diesel,SUV,"87,101",Automatic,1,1st Owner,Audi,Audi Q7,2013,121,3.0 TDI quattro,₹ 28 Lakh,,,,Trending Car!,High chances of sale in next 6 days,233,Oct 2013,Comprehensive,Diesel,7 Seats,"87,101 Kms",KA51,First Owner,2967 cc,Automatic,2013.0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,233,7.8 Seconds,18,,330-litres,White,,2967,AWD,2967 CC,V-Type Diesel Engine,Ventilated Disc,1651mm,CRDI,8 Speed Tiptronic,2995kg,,1737mm,2345kg,5089mm,241.4bhp,550Nm@1750-2750rpm,12.07 kmpl,5,6.0,Ventilated Disc,1681mm,7,7,Power,No,215 Kmph,550Nm,Yes,6.0 metres,"Tubeless,Radial",DOHC,4.0,3002mm,18,2177mm,,233
234,234,bangalore,0,Petrol,Hatchback,"40,771",Manual,2,2nd Owner,Volkswagen,Volkswagen Polo,2021,7745,1.0 TSI Highline Plus,₹ 9.99 Lakh,,,,Trending Car!,High chances of sale in next 6 days,234,Jan 2021,Third Party,Petrol,5 Seats,"40,771 Kms",KA19,Second Owner,999 cc,Manual,2021.0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,234,,R16,74.5x76.4 mm,280,Silver,10.5:1,999,FWD,999 CC,1.0L TSI Petrol,Disc,1457mm,TSI,6 Speed,1530,,1469mm,1072Kg,3971mm,108.62bhp,175nm@1750-4000rpm,18.24 kmpl,5,3.0,Drum,1500mm,5,5,Electronic,No,,175nm,Yes,4.9,"Tubeless,Radial",DOHC,4.0,2470mm,R16,1682mm,,234
235,235,bangalore,0,Petrol,Hatchback,"28,000",Manual,1,1st Owner,Honda,Honda Jazz,2018,1341,1.2 VX i VTEC,₹ 8.25 Lakh,,,,Trending Car!,High chances of sale in next 6 days,235,Aug 2018,Comprehensive,Petrol,5 Seats,"28,000 Kms",KA55,First Owner,1199 cc,Manual,2018.0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,235,13.7 Seconds,15,,354-litres,Silver,,1199,FWD,1199 CC,i-VTEC Petrol Engine,Disc,,PGM - Fi,5 Speed,,,1544mm,1042kg,3955mm,88.7bhp,110Nm@4800rpm,18.7 kmpl,5,4.0,Drum,,5,5,Power,No,172 Kmph,110Nm,No,5.1 meters,"Tubeless,Radial",SOHC,4.0,2530mm,15,1694mm,,235
236,236,bangalore,0,Petrol,Hatchback,"40,000",Manual,3,3rd Owner,Maruti,Maruti Wagon R,2008,4339,LXI Minor,₹ 2.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,236,May 2008,Comprehensive,Petrol,5 Seats,"40,000 Kms",KA02,Third Owner,1061 cc,Manual,2008.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,,13,,,Silver,,1061,FWD,1061 CC,FC Petrol Engine,Ventilated Disc,1295mm,MPFI,5 Speed,1350kg,,1700mm,870kg,3595mm,67bhp,84Nm@3500rpm,18.9 kmpl,4,3.0,Drum,1290mm,5,5,Power,No,,84Nm,No,4.6metres,"Tubeless, Radial",,4.0,2400mm,13,1475mm,,236
237,237,bangalore,0,Petrol,SUV,"26,000",Automatic,1,1st Owner,Hyundai,Hyundai Venue,2020,7681,SX Plus Turbo DCT,₹ 12.95 Lakh,,,,Trending Car!,High chances of sale in next 6 days,237,Aug 2020,Comprehensive,Petrol,5 Seats,"26,000 Kms",KA03,First Owner,998 cc,Automatic,2020.0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,237,,R16,,350,White,,998,FWD,998 CC,Kappa 1.0 L Turbo GDi Petrol,Disc,,GDi,7-Speed DCT,,190mm,1605 mm,1440,3995 mm,118.35bhp,172Nm@1500-4000rpm,18.15 kmpl,5,3.0,Drum,,5,5,Electric,,,172Nm,Yes,,Radial,,4.0,2500 mm,R16,1770 mm,,237
238,238,bangalore,0,Petrol,Hatchback,"76,032",Manual,1,1st Owner,Maruti,Maruti Wagon R,2012,4350,VXI BS IV,₹ 3.29 Lakh,,,,Trending Car!,High chances of sale in next 6 days,238,Dec 2012,Comprehensive,Petrol,5 Seats,"76,032 Kms",KA04,First Owner,998 cc,Manual,2012.0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,238,,14,,,Silver,,998,FWD,998 CC,K Series Petrol Engine,Ventilated Disc,1295mm,MPFI,5 Speed,1350kg,,1700mm,885kg,3595mm,67.1bhp,90Nm@3500rpm,18.9 kmpl,4,3.0,Drum,1290mm,5,5,Power,No,,90Nm,No,4.6metres,"Tubeless, Radial",,4.0,2400mm,14,1495mm,,238
239,239,bangalore,0,Petrol,Sedan,"1,13,780",Manual,1,1st Owner,Maruti,Maruti Ciaz,2018,6552,Alpha BSIV,₹ 6.66 Lakh,,,,Trending Car!,High chances of sale in next 6 days,239,Apr 2018,Comprehensive,Petrol,5 Seats,"1,13,780 Kms",KA07,First Owner,1462 cc,Manual,2018.0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,239,,16,74 x 85 mm,510-litres,Blue,,1462,FWD,1462 CC,k15B VVT Engine,Ventilated Disc,,MPFI,5 Speed,1520 Kg,,1485 mm,1065,4490 mm,103.25bhp,138Nm@4400rpm,21.56 kmpl,4,4.0,Drum,,5,5,Power,No,,138Nm,No,5.4 metres,"Tubeless, Radial",DOHC,4.0,2650 mm,16,1730 mm,,239
240,240,bangalore,0,Diesel,Sedan,"24,000",Automatic,1,1st Owner,Audi,Audi A3,2019,7,35 TDI Technology,₹ 22.90 Lakh,,,,Trending Car!,High chances of sale in next 6 days,240,Mar 2020,Third Party insurance,Diesel,5 Seats,"24,000 Kms",HR26,First Owner,1968 cc,Automatic,2019.0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,240,8.6 Seconds,16,82.5 x 92.8,425,White,,1968,FWD,1968 CC,TDI Diesel Engine,Ventilated Disc,1555mm,CRDi,6 Speed,1890kg,,1416mm,1490Kg,4458mm,143bhp,320Nm@1750-3000rpm,20.38 kmpl,4,4.0,Disc,1526mm,5,5,Power,No,215 kmph,320Nm,Yes,5.35 metres,"Tubeless,Radial",DOHC,4.0,2637mm,16,1796mm,,240
