,id,car_from,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText_heading,trendingText_desc,id,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Accessory Power Outlet,Active Noise Cancellation,Adjustable Head Lights,Adjustable Headrest,Adjustable Seats,Adjustable Steering,Air Conditioner,Air Quality Control,Alloy Wheels,Android Auto,Anti Lock Braking System,Anti Pinch Power Windows,Anti Theft Alarm,Anti Theft Device,Apple Car Play,Audio System Remote Control,Automatic Driving Lights,Automatic Head Lamps,Battery Saver,Blind Spot Monitor,Bluetooth,Brake Assist,Cassette Player,Cd Changer,Cd Player,Centeral Locking,Centrally Mounted Fuel Tank,Child Safety Locks,Chrome Garnish,Chrome Grille,Cigarette Lighter,Clutch Lock,Compass,Cornering Foglamps,Cornering Headlamps,Crash Sensor,Cruise Control,Cup Holders Front,Cup Holders Rear,Day Night Rear View Mirror,Digital Clock,Digital Odometer,Door Ajar Warning,Drive Modes,Driver Air Bag,Driving Experience Control Eco,Dual Tone Body Colour,Dual Tone Dashboard,Dvd Player,Ebd,Electric Folding Rear View Mirror,Electronic Multi Tripmeter,Eletronic Stability Control,Engine Check Warning,Engine Immobilizer,Engine Start Stop Button,Fabric Upholstery,Find My Car Location,Fog Lights Front,Fog Lights Rear,Follow Me Home Headlamps,Front Impact Beams,Gear Shift Indicator,Geo Fence Alert,Glove Box Cooling,Glove Compartment,Halogen Headlamps,Hands Free Tailgate,Headlamp Washers,Heads Up Display,Heated Wing Mirror,Heater,Height Adjustable Driver Seat,Height Adjustable Front Seat Belts,Hill Assist,Hill Descent Control,Impact Sensing Auto Door Lock,Integrated Antenna,Integrated2Din Audio,Internal Storage,Isofix Child Seat Mounts,Keyless Entry,Knee Airbags,LEDDRLs,LEDFog Lamps,LEDHeadlights,LEDTaillights,Lane Change Indicator,Lane Watch Camera,Leather Seats,Leather Steering Wheel,Leather Wrap Gear Shift Selector,Low Fuel Warning Light,Luggage Hook And Net,Manually Adjustable Exterior Rear View Mirror,Mirror Link,Moon Roof,Multifunction Steering Wheel,Navigation System,No Of Airbags,Number Of Speaker,Outside Rear View Mirror Turn Indicators,Outside Temperature Display,Passenger Air Bag,Passenger Side Rear View Mirror,Power Adjustable Exterior Rear View Mirror,Power Antenna,Power Boot,Power Door Locks,Power Folding3rd Row Seat,Power Steering,Power Windows Front,Power Windows Rear,Pretensioners And Force Limiter Seatbelts,Projector Headlamps,Radio,Rain Sensing Wiper,Real Time Vehicle Tracking,Rear ACVents,Rear Camera,Rear Entertainment System,Rear Folding Table,Rear Reading Lamp,Rear Seat Belts,Rear Seat Centre Arm Rest,Rear Seat Headrest,Rear Spoiler,Rear Window Defogger,Rear Window Washer,Rear Window Wiper,Remote Climate Control,Remote Engine Start Stop,Remote Fuel Lid Opener,Remote Horn Light Control,Remote Trunk Opener,Removable Convertible Top,Roof Carrier,Roof Rail,Seat Belt Warning,Seat Lumbar Support,Side Air Bag Front,Side Air Bag Rear,Side Impact Beams,Side Stepper,Smart Access Card Entry,Smart Key Band,Smoke Headlamps,Sos Emergency Assistance,Speakers Front,Speakers Rear,Speed Alert,Speed Sensing Auto Door Lock,Steering Mounted Tripmeter,Steering Wheel Gearshift Paddles,Sun Roof,Tachometer,Tailgate Ajar,Tinted Glass,Touch Screen,Touch Screen Size,Traction Control,Trunk Light,Tyre Pressure Monitor,Usb Auxiliary Input,Vanity Mirror,Vehicle Stability Control System,Ventilated Seats,View360Camera,Voice Control,Wheel Covers,Wifi Connectivity,Wireless Phone Charging,Xenon Headlamps,id,Acceleration,Alloy Wheel Size,BoreX Stroke,Cargo Volumn,Color,Compression Ratio,Displacement,Drive Type,Engine,Engine Type,Front Brake Type,Front Tread,Fuel Suppy System,Gear Box,Gross Weight,Ground Clearance Unladen,Height,Kerb Weight,Length,Max Power,Max Torque,Mileage,No Door Numbers,No of Cylinder,Rear Brake Type,Rear Tread,Seating Capacity,Seats,Steering Type,Super Charger,Top Speed,Torque,Turbo Charger,Turning Radius,Tyre Type,Value Configuration,Values per Cylinder,Wheel Base,Wheel Size,Width,d,id
656,656,chennai,0,Petrol,Hatchback,"36,202",Manual,1,1st Owner,Ford,Ford Figo,2016,1020,1.2P Trend MT,₹ 3.95 Lakh,,,,Trending Car!,High chances of sale in next 6 days,656,Mar 2016,Comprehensive,Petrol,5 Seats,"36,202 Kms",TN14,First Owner,1196 cc,Manual,2016.0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,656,15.7 Seconds,,,257-litres,Golden,11.0:1,1196,FWD,1196 CC,Ti-VCT Petrol Engine,Ventilated Disc,1492mm,Direct Injection,5 Speed,,,1525mm,1040-1130kg,3886mm,86.8bhp,112Nm@4000rpm,18.16 kmpl,5,4.0,Drum,1484mm,5,5,EPAS,No,157 Kmph,112Nm,No,4.9 meters,Tubeless,DOHC,4.0,2491mm,,1695mm,,656
657,657,chennai,0,Petrol,MUV,"30,000",Manual,1,1st Owner,Datsun,Datsun GO Plus,2017,5229,T BSIV,₹ 3.20 Lakh,,,,Trending Car!,High chances of sale in next 6 days,657,2017,Third Party insurance,Petrol,7 Seats,"30,000 Kms",TN07,First Owner,1198 cc,Manual,2017.0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,657,14.2 Seconds,,,347Litre,Others,,1198,FWD,1198 CC,In Line Petrol Engine,Ventilated Disc,1440mm,EGIS,5 Speed,,170mm,1490mm,1070,3995mm,67bhp,104Nm@4000rpm,19.44 kmpl,5,3.0,Drum,1445mm,7,7,Power,No,145 Kmph,104Nm,No,4.6 metres,Tubeless,DOHC,4.0,2450mm,,1635mm,,657
658,658,chennai,0,Diesel,Hatchback,"70,000",Manual,1,1st Owner,Ford,Ford Figo,2017,5772,1.5 Sports Edition MT,₹ 4.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,658,2017,Third Party insurance,Diesel,5 Seats,"70,000 Kms",First Owner,1498 cc,Manual,2017,,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,658,10.60 Seconds,15,,257-litres,Black,16.0:1,1498,FWD,1498 CC,TDCi Diesel Engine,Ventilated Disc,1492mm,Common Rail,5 Speed,,,1525mm,1040-1130kg,3886mm,99bhp,215Nm@1750-3000rpm,24.29 kmpl,5,4.0,Drum,1484mm,5,5,EPAS,No,175.61 kmph,215Nm,Yes,4.9 metres,Tubeless,SOHC,2.0,2491mm,15,1695mm,,658
659,659,chennai,0,Petrol,SUV,"20,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,2022,9157,SX Opt Turbo iMT BSVI,₹ 10.85 Lakh,,,,Trending Car!,High chances of sale in next 6 days,659,2022,Third Party insurance,Petrol,5 Seats,"20,000 Kms",TN07,First Owner,998 cc,Manual,2022.0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,659,,16,,,Others,,998,,998 CC,1.0 Kappa Turbo GDi,Disc,,,iMT,,,1617mm,1175,3995mm,118.41bhp,172Nm@1500-4000rpm,,5,3.0,Drum,,5,5,Power,,,172Nm,Yes,,"Tubeless, Radial",,4.0,2500mm,16,1770mm,,659
660,660,chennai,0,Petrol,Hatchback,"24,077",Manual,1,1st Owner,Datsun,Datsun RediGO,2021,7843,A,₹ 4 Lakh,₹ 4.01 Lakh,,,Trending Car!,High chances of sale in next 6 days,660,Jan 2021,Comprehensive,Petrol,5 Seats,"24,077 Kms",TN12,First Owner,799 cc,Manual,2021.0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,660,,,,222,Red,,799,FWD,799 CC,0.8L Petrol Engine,Disc,,MPFi,5-Speed,,,1546mm,710,3435mm,53.64bhp,72Nm@4250rpm,20.71 kmpl,5,3.0,Drum,,5,5,Power,No,,72Nm,No,4.7m,tubeless tyre,DOHC,4.0,2348mm,,1574mm,,660
661,661,chennai,0,Diesel,Sedan,"81,985",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2012,4227,VDi,₹ 4.85 Lakh,,,,Trending Car!,High chances of sale in next 6 days,661,Jul 2012,Comprehensive,Diesel,5 Seats,"81,985 Kms",TN04,First Owner,1248 cc,Manual,2012.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,661,,14,69.6 x 82 mm,464 litres,Black,17.6:1,1248,2 WD,1248 CC,In-Line Engine,Ventilated Disc,1470mm,CRDI,5 Speed,,,1530mm,1105kg,4160mm,73.9bhp,190Nm@2000rpm,19.3 kmpl,4,4.0,Drum,1480mm,5,5,Power,No,,190Nm,Yes,4.7m,"Tubeless,Radial",DOHC,4.0,2390mm,14,1690mm,,661
662,662,chennai,0,Petrol,MUV,"30,000",Automatic,2,2nd Owner,Maruti,Maruti Ertiga,2020,7046,VXI AT,₹ 9.85 Lakh,,,,Trending Car!,High chances of sale in next 6 days,662,2020,Third Party insurance,Petrol,7 Seats,"30,000 Kms",Second Owner,1462 cc,Automatic,2020,,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,662,,,74 X 85 mm,209 litres,Others,10.5:1,1462,FWD,1462 CC,K15 Smart Hybrid,Ventilated Disc,1510 mm,MPFI,4 Speed,1740 Kg,,1690 mm,1135-1170,4395 mm,103.26bhp,138Nm@4400rpm,17.99 kmpl,5,4.0,Drum,1520 mm,7,7,Power,No,,138Nm,No,5.2 metres,"Tubeless,Radial",DOHC,4.0,2740 mm,,1735 mm,,662
663,663,chennai,0,Petrol,Sedan,"91,841",Manual,1,1st Owner,Honda,Honda City,2017,1215,i VTEC V,₹ 6.81 Lakh,₹ 7.27 Lakh,,,Trending Car!,High chances of sale in next 6 days,663,Mar 2017,Third Party insurance,Petrol,5 Seats,"91,841 Kms",TN87,First Owner,1497 cc,Manual,2017.0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,663,10 Seconds,15,73.0 X 89.4 mm,510-litres,Red,10.3:1,1497,FWD,1497 CC,i VTEC Engine,Disc,1480mm,PGM-Fi,5 Speed,,,1495mm,1049kg,4440mm,117.3bhp,145Nm@4600rpm,17.8 kmpl,4,4.0,Drum,1465mm,5,5,Power,No,195 Kmph,145Nm,No,5.3 metres,"Tubeless,Radial",SOHC,4.0,2600mm,15,1695mm,,663
664,664,chennai,0,Petrol,SUV,"64,961",Automatic,3,3rd Owner,Ford,Ford Ecosport,2016,889,1.5 Ti VCT AT Titanium BSIV,₹ 6.21 Lakh,₹ 6.33 Lakh,,,Trending Car!,High chances of sale in next 6 days,664,Sept 2016,Third Party insurance,Petrol,5 Seats,"64,961 Kms",TN05,Third Owner,1499 cc,Automatic,2016.0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,664,16 Seconds,16,79 X 76.5 mm,346-litres,Brown,11.0:1,1499,FWD,1499 CC,Ti-VCT Petrol Engine,Ventilated Disc,1519mm,Direct Injection,6 Speed,,,1708mm,1250,3999mm,110.4bhp,140Nm@4400rpm,15.63 kmpl,5,4.0,Drum,1524mm,5,5,Power,No,182 Kmph,140Nm,No,5.3 meters,"Tubeless,Radial",DOHC,4.0,2520mm,16,1765mm,,664
665,665,chennai,0,Petrol,Hatchback,"20,950",Automatic,1,1st Owner,Maruti,Maruti Alto K10,2018,3950,VXI AMT,₹ 4.10 Lakh,,,,Trending Car!,High chances of sale in next 6 days,665,Apr 2018,Comprehensive,Petrol,5 Seats,"20,950 Kms",TN11,First Owner,998 cc,Automatic,2018.0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,665,13.3 Seconds,,,177,Red,,998,FWD,998 CC,K Series Petrol Engine,Ventilated Disc,1295mm,MPFi,5 Speed,1210kg,,1475mm,784kg,3545mm,67.05bhp,90Nm@3500rpm,23.95 kmpl,5,3.0,Drum,1290mm,5,5,Power,No,145 Kmph,90Nm,No,4.6 metres,"Tubeless,Radial",DOHC,4.0,2360mm,,1515mm,,665
666,666,chennai,0,Petrol,Hatchback,"94,348",Manual,2,2nd Owner,Hyundai,Hyundai i20,2016,1481,Sportz 1.2,₹ 5.05 Lakh,₹ 5.54 Lakh,,,Trending Car!,High chances of sale in next 6 days,666,Nov 2016,Comprehensive,Petrol,5 Seats,"94,348 Kms",TN04,Second Owner,1197 cc,Manual,2016.0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,666,13.2 Seconds,,,295-litres,Red,,1197,FWD,1197 CC,Kappa VTVT Petrol Engine,Disc,1505mm,MPFI,5 Speed,,,1505mm,1066kg,3985mm,81.83bhp,114.7Nm@4000rpm,18.6 kmpl,5,4.0,Drum,1503mm,5,5,Power,No,170 Kmph,114.7Nm,No,5.2 metres,Tubeless,DOHC,4.0,2570mm,,1734mm,,666
667,667,chennai,0,Diesel,SUV,"32,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,2022,9164,SX Opt Diesel BSVI,₹ 12.90 Lakh,,,,Trending Car!,High chances of sale in next 6 days,667,Mar 2022,Comprehensive,Diesel,5 Seats,"32,000 Kms",TN07,First Owner,1493 cc,Manual,2022.0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,667,,16,,,White,,1493,,1493 CC,1.5 U2 CRDi,Disc,,,6-Speed,,,1617mm,1288,3995mm,113.45bhp,250Nm@1500-2750rpm,,5,4.0,Drum,,5,5,Power,,,250Nm,Yes,,"Tubeless, Radial",,4.0,2500mm,16,1770mm,,667
668,668,chennai,0,Petrol,Hatchback,"51,744",Manual,1,1st Owner,Hyundai,Hyundai i20,2019,6812,Asta Option BSIV,₹ 7.08 Lakh,₹ 7.22 Lakh,,,Trending Car!,High chances of sale in next 6 days,668,Jul 2019,Third Party insurance,Petrol,5 Seats,"51,744 Kms",TN05,First Owner,1197 cc,Manual,2019.0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,668,13.2 Seconds,16,,285,Red,,1197,FWD,1197 CC,Kappa VTVT Petrol Engine,Disc,1505mm,MPFI,5 Speed,,,1505mm,1140,3985mm,81.86bhp,117nm@4000rpm,18.6 kmpl,5,4.0,Drum,1503mm,5,5,Power,No,170 Kmph,117nm,No,5.2 metres,Tubeless,DOHC,4.0,2570mm,16,1734mm,,668
669,669,chennai,0,Diesel,SUV,"81,152",Automatic,2,2nd Owner,Mahindra,Mahindra XUV500,2020,6360,W11 Option AT BSIV,₹ 17.34 Lakh,₹ 17.51 Lakh,,,Trending Car!,High chances of sale in next 6 days,669,Feb 2020,Comprehensive,Diesel,7 Seats,"81,152 Kms",TN19,Second Owner,2179 cc,Automatic,2020.0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,669,,17,,,Silver,16.5:1,2179,FWD,2179 CC,mHawk Diesel Engine,Ventilated Disc,1600mm,Direct Injection,6 Speed,2510kg,,1785mm,1755,4585mm,152.87bhp,360Nm@1750-2800rpm,15.1 kmpl,5,4.0,Disc,1600mm,7,7,Power,No,,360Nm,Yes,5.6 metres,Tubeless Tyres,DOHC,4.0,2700mm,17,1890mm,,669
670,670,chennai,0,Petrol,Sedan,"19,516",Manual,1,1st Owner,Honda,Honda Amaze,2018,7440,S Petrol,₹ 6.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,670,Dec 2018,Comprehensive,Petrol,5 Seats,"19,516 Kms",TN10,First Owner,1199 cc,Manual,2018.0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,670,15 Seconds,,,420,Red,,1199,FWD,1199 CC,i-VTEC Petrol Engine,Disc,,MPFi,5 Speed,,,1501mm,917kg,3995mm,88.76bhp,110Nm@4800rpm,18.6 kmpl,4,4.0,Drum,,5,5,Electric,No,,110Nm,No,4.7,"Tubeless,Radial",SOHC,4.0,2470mm,,1695mm,,670
671,671,chennai,0,Petrol,Hatchback,"29,093",Manual,1,1st Owner,Maruti,Maruti Swift,2021,4202,VXI,₹ 7.60 Lakh,,,,Trending Car!,High chances of sale in next 6 days,671,Mar 2021,Comprehensive,Petrol,5 Seats,"29,093 Kms",TN10,First Owner,1197 cc,Manual,2021.0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,671,12.29 Seconds,14,73 X 71.5 mm,232-litres,White,10.0:1,1197,FWD,1197 CC,K Series Petrol Engine,Ventilated Disc,1485mm,MPFI,5 Speed,1415kg,,1530mm,970kg,3850mm,85.8bhp,114Nm@4000rpm,18.6 kmpl,5,4.0,Drum,1495mm,5,5,Power,No,160km/hr,114Nm,No,4.8 metres,"Tubeless,Radial",DOHC,4.0,2430mm,14,1695mm,,671
