,id,car_from,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText_heading,trendingText_desc,id,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Accessory Power Outlet,Active Noise Cancellation,Adjustable Head Lights,Adjustable Headrest,Adjustable Seats,Adjustable Steering,Air Conditioner,Air Quality Control,Alloy Wheels,Android Auto,Anti Lock Braking System,Anti Pinch Power Windows,Anti Theft Alarm,Anti Theft Device,Apple Car Play,Audio System Remote Control,Automatic Driving Lights,Automatic Head Lamps,Battery Saver,Blind Spot Monitor,Bluetooth,Brake Assist,Cassette Player,Cd Changer,Cd Player,Centeral Locking,Centrally Mounted Fuel Tank,Child Safety Locks,Chrome Garnish,Chrome Grille,Cigarette Lighter,Clutch Lock,Compass,Cornering Foglamps,Cornering Headlamps,Crash Sensor,Cruise Control,Cup Holders Front,Cup Holders Rear,Day Night Rear View Mirror,Digital Clock,Digital Odometer,Door Ajar Warning,Drive Modes,Driver Air Bag,Driving Experience Control Eco,Dual Tone Body Colour,Dual Tone Dashboard,Dvd Player,Ebd,Electric Folding Rear View Mirror,Electronic Multi Tripmeter,Eletronic Stability Control,Engine Check Warning,Engine Immobilizer,Engine Start Stop Button,Fabric Upholstery,Find My Car Location,Fog Lights Front,Fog Lights Rear,Follow Me Home Headlamps,Front Impact Beams,Gear Shift Indicator,Geo Fence Alert,Glove Box Cooling,Glove Compartment,Halogen Headlamps,Hands Free Tailgate,Headlamp Washers,Heads Up Display,Heated Wing Mirror,Heater,Height Adjustable Driver Seat,Height Adjustable Front Seat Belts,Hill Assist,Hill Descent Control,Impact Sensing Auto Door Lock,Integrated Antenna,Integrated2Din Audio,Internal Storage,Isofix Child Seat Mounts,Keyless Entry,Knee Airbags,LEDDRLs,LEDFog Lamps,LEDHeadlights,LEDTaillights,Lane Change Indicator,Lane Watch Camera,Leather Seats,Leather Steering Wheel,Leather Wrap Gear Shift Selector,Low Fuel Warning Light,Luggage Hook And Net,Manually Adjustable Exterior Rear View Mirror,Mirror Link,Moon Roof,Multifunction Steering Wheel,Navigation System,No Of Airbags,Number Of Speaker,Outside Rear View Mirror Turn Indicators,Outside Temperature Display,Passenger Air Bag,Passenger Side Rear View Mirror,Power Adjustable Exterior Rear View Mirror,Power Antenna,Power Boot,Power Door Locks,Power Folding3rd Row Seat,Power Steering,Power Windows Front,Power Windows Rear,Pretensioners And Force Limiter Seatbelts,Projector Headlamps,Radio,Rain Sensing Wiper,Real Time Vehicle Tracking,Rear ACVents,Rear Camera,Rear Entertainment System,Rear Folding Table,Rear Reading Lamp,Rear Seat Belts,Rear Seat Centre Arm Rest,Rear Seat Headrest,Rear Spoiler,Rear Window Defogger,Rear Window Washer,Rear Window Wiper,Remote Climate Control,Remote Engine Start Stop,Remote Fuel Lid Opener,Remote Horn Light Control,Remote Trunk Opener,Removable Convertible Top,Roof Carrier,Roof Rail,Seat Belt Warning,Seat Lumbar Support,Side Air Bag Front,Side Air Bag Rear,Side Impact Beams,Side Stepper,Smart Access Card Entry,Smart Key Band,Smoke Headlamps,Sos Emergency Assistance,Speakers Front,Speakers Rear,Speed Alert,Speed Sensing Auto Door Lock,Steering Mounted Tripmeter,Steering Wheel Gearshift Paddles,Sun Roof,Tachometer,Tailgate Ajar,Tinted Glass,Touch Screen,Touch Screen Size,Traction Control,Trunk Light,Tyre Pressure Monitor,Usb Auxiliary Input,Vanity Mirror,Vehicle Stability Control System,Ventilated Seats,View360Camera,Voice Control,Wheel Covers,Wifi Connectivity,Wireless Phone Charging,Xenon Headlamps,id,Acceleration,Alloy Wheel Size,BoreX Stroke,Cargo Volumn,Color,Compression Ratio,Displacement,Drive Type,Engine,Engine Type,Front Brake Type,Front Tread,Fuel Suppy System,Gear Box,Gross Weight,Ground Clearance Unladen,Height,Kerb Weight,Length,Max Power,Max Torque,Mileage,No Door Numbers,No of Cylinder,Rear Brake Type,Rear Tread,Seating Capacity,Seats,Steering Type,Super Charger,Top Speed,Torque,Turbo Charger,Turning Radius,Tyre Type,Value Configuration,Values per Cylinder,Wheel Base,Wheel Size,Width,d,id
160,160,chennai,0,Petrol,Hatchback,"32,797",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2016,1550,Asta Option,₹ 5.28 Lakh,₹ 5.57 Lakh,,,Trending Car!,High chances of sale in next 6 days,160,Jun 2016,Comprehensive,Petrol,5 Seats,"32,797 Kms",TN07,Second Owner,1197 cc,Manual,2016.0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,160,12.9 Seconds,14,,256-liters,Orange,,1197,FWD,1197 CC,Kappa VTVT Petrol Engine,Disc,1479mm,MPFI,5 Speed,,,1520mm,935kg,3765mm,82bhp,114Nm@4000rpm,18.9 kmpl,5,4.0,Drum,1493mm,5,5,Power,No,165 Kmph,114Nm,No,4.8 metres,Tubeless,DOHC,4.0,2425mm,14,1660mm,,160
161,161,chennai,0,Petrol,Hatchback,"69,731",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2016,1550,Asta Option,₹ 5.11 Lakh,₹ 5.42 Lakh,,,Trending Car!,High chances of sale in next 6 days,161,May 2016,Comprehensive,Petrol,5 Seats,"69,731 Kms",TN07,First Owner,1197 cc,Manual,2016.0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,161,12.9 Seconds,14,,256-liters,Silver,,1197,FWD,1197 CC,Kappa VTVT Petrol Engine,Disc,1479mm,MPFI,5 Speed,,,1520mm,935kg,3765mm,82bhp,114Nm@4000rpm,18.9 kmpl,5,4.0,Drum,1493mm,5,5,Power,No,165 Kmph,114Nm,No,4.8 metres,Tubeless,DOHC,4.0,2425mm,14,1660mm,,161
162,162,chennai,0,Petrol,Sedan,"54,000",Manual,2,2nd Owner,Honda,Honda City,2016,1215,i VTEC V,₹ 6.25 Lakh,,,,Trending Car!,High chances of sale in next 6 days,162,Jun 2016,Comprehensive,Petrol,5 Seats,"54,000 Kms",TN03,Second Owner,1497 cc,Manual,2016.0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,162,10 Seconds,15,73.0 X 89.4 mm,510-litres,Black,10.3:1,1497,FWD,1497 CC,i VTEC Engine,Disc,1480mm,PGM-Fi,5 Speed,,,1495mm,1049kg,4440mm,117.3bhp,145Nm@4600rpm,17.8 kmpl,4,4.0,Drum,1465mm,5,5,Power,No,195 Kmph,145Nm,No,5.3 metres,"Tubeless,Radial",SOHC,4.0,2600mm,15,1695mm,,162
163,163,chennai,0,Petrol,Hatchback,"1,10,267",Manual,2,2nd Owner,Nissan,Nissan Micra Active,2016,6540,XV Petrol,₹ 3.27 Lakh,₹ 3.58 Lakh,,,Trending Car!,High chances of sale in next 6 days,163,Sept 2016,Comprehensive,Petrol,5 Seats,"1,10,267 Kms",TN85,Second Owner,1198 cc,Manual,2016.0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,163,15 Seconds,,78 x 83.6,251-litres,Blue,9.8:1,1198,FWD,1198 CC,In Line Petrol Engine,Ventilated Disc,,Electronic Fuel Injection,5 Speed,,,1530mm,970,3801mm,67.04bhp,104Nm@4000rpm,19.49 kmpl,5,3.0,Drum,,5,5,Power,No,160 Kmph,104Nm,No,4.65 metres,"Tubeless,Radial",DOHC,4.0,2450mm,,1665mm,,163
164,164,chennai,0,Petrol,SUV,"31,767",Manual,1,1st Owner,Mahindra,Mahindra KUV 100,2018,3556,mFALCON G80 K8,₹ 5.05 Lakh,₹ 5.20 Lakh,,,Trending Car!,High chances of sale in next 6 days,164,Jul 2018,Third Party insurance,Petrol,6 Seats,"31,767 Kms",TN09,First Owner,1198 cc,Manual,2018.0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,164,14.5 seconds,14,,243-litres,Orange,,1198,FWD,1198 CC,mFALCON G80 Engine,Disc,1490mm,MPFI,5 Speed,,,1655mm,1195,3675mm,82bhp,115Nm@3500-3600rpm,18.15 kmpl,5,3.0,Drum,1490mm,6,6,Power,No,160 kmph,115Nm,No,5.05 meters,"Tubeless,Radial",DOHC,4.0,2385mm,14,1715mm,,164
165,165,chennai,0,Petrol,SUV,"45,677",Manual,2,2nd Owner,Honda,Honda WR-V,2018,5668,i-VTEC VX,₹ 6.40 Lakh,,,,Trending Car!,High chances of sale in next 6 days,165,Jun 2018,Comprehensive,Petrol,5 Seats,"45,677 Kms",TN06,Second Owner,1199 cc,Manual,2018.0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,165,15.31 Seconds,16,,363 Litres,METALL,,1199,FWD,1199 CC,i-VTEC Petrol Engine,Ventilated Disc,,MPFi,5 Speed,,,1601mm,1103kg,3999mm,88.7bhp,110Nm@4800rpm,17.5 kmpl,5,4.0,Drum,,5,5,Electric,No,164.26 kmph,110Nm,No,5.3 metres,"Tubeless,Radial",SOHC,4.0,2555mm,16,1734mm,,165
166,166,chennai,0,Petrol,Hatchback,"66,656",Manual,1,1st Owner,Maruti,Maruti Celerio,2017,10357,ZXI,₹ 4.49 Lakh,₹ 4.64 Lakh,,,Trending Car!,High chances of sale in next 6 days,166,Aug 2017,Comprehensive,Petrol,5 Seats,"66,656 Kms",TN11,First Owner,998 cc,Manual,2017.0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,166,,,,313,Silver,,998,,998 CC,K10C,Ventilated Disc,1430,,5-Speed,1260,,1555,810,3695mm,65.71bhp,89Nm@3500rpm,25.24 kmpl,5,3.0,Drum,1440,5,5,Electric,,,89Nm,,,"Tubeless, Radial",,4.0,2435,,1655,,166
167,167,chennai,0,Diesel,Sedan,"27,000",Manual,1,1st Owner,Honda,Honda Amaze,2019,7447,S Diesel,₹ 7.25 Lakh,,,,Trending Car!,High chances of sale in next 6 days,167,Jul 2019,Comprehensive,Diesel,5 Seats,"27,000 Kms",TN02,First Owner,1498 cc,Manual,2019.0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,167,10.06 Seconds,,,420,Grey,,1498,FWD,1498 CC,i-DTEC Diesel Engine,Disc,,CRDi,5 Speed,,,1501mm,1029kg,3995mm,98.63bhp,200Nm@1750rpm,24.7 kmpl,4,4.0,Drum,,5,5,Electric,No,,200Nm,Yes,4.9,"Tubeless,Radial",DOHC,4.0,2470mm,,1695mm,,167
168,168,chennai,0,Petrol,Hatchback,"37,004",Manual,1,1st Owner,Renault,Renault KWID,2021,7431,1.0 RXT Opt,₹ 4.95 Lakh,₹ 5.17 Lakh,,,Trending Car!,High chances of sale in next 6 days,168,Oct 2021,Comprehensive,Petrol,5 Seats,"37,004 Kms",TN05,First Owner,999 cc,Manual,2021.0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,168,,,,279,Red,,999,FWD,999 CC,Petrol Engine,Disc,,MPFi,5 Speed,,,1474mm,730,3731mm,67bhp,91Nm@4250rpm,21.74 kmpl,5,3.0,Drum,,5,5,Electric,No,,91Nm,No,4.9 metres,"Tubeless,Radial",DOHC,4.0,2422mm,,1579mm,,168
169,169,chennai,0,Petrol,Hatchback,"85,274",Manual,2,2nd Owner,Hyundai,Hyundai i10,2011,1568,Magna,₹ 2.71 Lakh,,,,Trending Car!,High chances of sale in next 6 days,169,Aug 2011,Comprehensive,Petrol,5 Seats,"85,274 Kms",TN18,Second Owner,1197 cc,Manual,2011.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,169,,13,71 x 75.6 mm,,Silver,10.5:1 ,1197,FWD,1197 CC,Kappa Petrol Engine,Ventilated Disc,1400mm,MPFI,5 Speed,,,1550mm,930,3585mm,78.9bhp,111.7Nm@4000rpm,20.36 kmpl,4,4.0,Drum,1385mm,5,5,Power,No,,111.7Nm,No,,"Tubeless,Radial",DOHC ,4.0,2380mm,13,1595mm,,169
170,170,chennai,0,Diesel,SUV,"60,000",Manual,2,2nd Owner,Hyundai,Hyundai Creta,2017,1442,1.6 CRDi SX,₹ 9.40 Lakh,,,,Trending Car!,High chances of sale in next 6 days,170,2017,Third Party insurance,Diesel,5 Seats,"60,000 Kms",TN19,Second Owner,1582 cc,Manual,2017.0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,170,10.5 Seconds,16,,400-litres,Others,,1582,FWD,1582 CC,U2 CRDI VGT Engine,Disc,,CRDi,6 Speed,,,1630mm,1280,4270mm,126.2bhp,259.9Nm@1900-2750rpm,19.67 kmpl,5,4.0,Drum,,5,5,Power,No,190 Kmph,259.9Nm,Yes,5.3 metres,Tubeless,DOHC,4.0,2590mm,16,1780mm,,170
171,171,chennai,0,Petrol,Sedan,"42,000",Manual,1,1st Owner,Honda,Honda City,2017,7260,V MT,₹ 7.99 Lakh,,,,Trending Car!,High chances of sale in next 6 days,171,Jun 2017,Comprehensive,Petrol,5 Seats,"42,000 Kms",TN07,First Owner,1497 cc,Manual,2017.0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,171,,15,,510,White,,1497,,1497 CC,i-VTEC,Ventilated Disc,1490,,5 Speed,1436,,1495,1061,4440,117.60bhp,145Nm@4600rpm,17.4 kmpl,4,4.0,Drum,1480,5,5,Electric,,,145Nm,,5.3,"Tubeless, Radial",SOHC,4.0,2600,15,1695,,171
172,172,chennai,0,Diesel,SUV,"20,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,2022,7699,SX Opt Diesel BSVI,₹ 18.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,172,2022,Third Party insurance,Diesel,5 Seats,"20,000 Kms",First Owner,1493 cc,Manual,2022,,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,172,,17,,,Others,,1493,,1493 CC,1.5 L U2 CRDi Diesel,Disc,,CRDi,6-speed,,,1635mm,1585,4300mm,113.45bhp,250Nm@1500-2750rpm,,5,4.0,Disc,,5,5,Power,,,250Nm,Yes,,"Tubeless, Radial",DOHC,4.0,2610m,17,1790mm,,172
173,173,chennai,0,Diesel,MUV,"30,000",Automatic,1,1st Owner,Kia,Kia Carens,2022,8786,Luxury Plus Diesel AT BSVI,₹ 20 Lakh,,,,Trending Car!,High chances of sale in next 6 days,173,2022,Third Party insurance,Diesel,7 Seats,"30,000 Kms",First Owner,1493 cc,Automatic,2022,,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,173,,16,,,Others,,1493,2WD,1493 CC,1.5L CRDi VGT,disc,,CRDi,6-Speed AT,,,1708mm,1595,4540mm,114.41bhp,250Nm@1500-2750rpm,,5,4.0,disc,,7,7,Power,,,250Nm,Yes,,"Tubeless, Radial",,4.0,2780mm,16,1800mm,,173
174,174,chennai,0,Diesel,Sedan,"25,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz E-Class,2017,7061,Exclusive E 220 d BSIV,₹ 45 Lakh,,,,Trending Car!,High chances of sale in next 6 days,174,Sept 2017,Comprehensive,Diesel,5 Seats,"25,000 Kms",TN05,First Owner,1950 cc,Automatic,2017.0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,174,7.3 Seconds,17,,540-litres,Black,,1950,RWD,1950 CC,CDI In-line Engine,Ventilated Disc,1595mm,CRDI,9 Speed,,,1494mm,1805,5063mm,191.7bhp,400Nm@1600-2800rpm,16.1 kmpl,4,4.0,Disc,1597mm,5,5,Electric,No,240 kmph,400Nm,Yes,6 metres,"Tubeless,Radial",DOHC,4.0,3079mm,17,1860mm,,174
175,175,chennai,0,Diesel,SUV,"80,000",Manual,3,3rd Owner,Mahindra,Mahindra XUV500,2014,3822,W6 2WD,₹ 7 Lakh,,,,Trending Car!,High chances of sale in next 6 days,175,2014,Third Party insurance,Diesel,7 Seats,"80,000 Kms",Third Owner,2179 cc,Manual,2014,,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,175,12.5 Seconds,,,,Others,,2179,FWD,2179 CC,mHawk Diesel Engine,Disc & Caliper Type,,Direct Injection ,6 Speed ,2450kg,,1785mm,1900,4585mm,140bhp,330Nm@1600-2800rpm,15.1 kmpl,5,4.0,Disc & Caliper Type,,7,7,Power,No,175 kmph,330Nm,Yes,5.6 metres,"Tubeless,Radial ",DOHC,4.0,2700mm,,1890mm,,175
176,176,chennai,0,Petrol,Sedan,"60,000",Manual,2,2nd Owner,Hyundai,Hyundai Verna,2015,1820,1.6 SX VTVT (O),₹ 5.85 Lakh,,,,Trending Car!,High chances of sale in next 6 days,176,2015,Third Party insurance,Petrol,5 Seats,"60,000 Kms",Second Owner,1591 cc,Manual,2015,,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,176,,16,77.0mm X 85.44mm,465-litre,Others,10.5:1,1591,FWD,1591 CC,VTVT Petrol Engine,Disc ,,MPFI,5 Speed,,,1475mm,1280,4370mm,121.3bhp,154.9Nm@4200rpm,17.1 kmpl,4,4.0,Disc,,5,5,Power,No, ,154.9Nm,No,5.2 metres,"Tubeless,Radial",DOHC,4.0,2570mm,16,1700mm,,176
