,id,car_from,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText_heading,trendingText_desc,id,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Accessory Power Outlet,Active Noise Cancellation,Adjustable Head Lights,Adjustable Headrest,Adjustable Seats,Adjustable Steering,Air Conditioner,Air Quality Control,Alloy Wheels,Android Auto,Anti Lock Braking System,Anti Pinch Power Windows,Anti Theft Alarm,Anti Theft Device,Apple Car Play,Audio System Remote Control,Automatic Driving Lights,Automatic Head Lamps,Battery Saver,Blind Spot Monitor,Bluetooth,Brake Assist,Cassette Player,Cd Changer,Cd Player,Centeral Locking,Centrally Mounted Fuel Tank,Child Safety Locks,Chrome Garnish,Chrome Grille,Cigarette Lighter,Clutch Lock,Compass,Cornering Foglamps,Cornering Headlamps,Crash Sensor,Cruise Control,Cup Holders Front,Cup Holders Rear,Day Night Rear View Mirror,Digital Clock,Digital Odometer,Door Ajar Warning,Drive Modes,Driver Air Bag,Driving Experience Control Eco,Dual Tone Body Colour,Dual Tone Dashboard,Dvd Player,Ebd,Electric Folding Rear View Mirror,Electronic Multi Tripmeter,Eletronic Stability Control,Engine Check Warning,Engine Immobilizer,Engine Start Stop Button,Fabric Upholstery,Find My Car Location,Fog Lights Front,Fog Lights Rear,Follow Me Home Headlamps,Front Impact Beams,Gear Shift Indicator,Geo Fence Alert,Glove Box Cooling,Glove Compartment,Halogen Headlamps,Hands Free Tailgate,Headlamp Washers,Heads Up Display,Heated Wing Mirror,Heater,Height Adjustable Driver Seat,Height Adjustable Front Seat Belts,Hill Assist,Hill Descent Control,Impact Sensing Auto Door Lock,Integrated Antenna,Integrated2Din Audio,Internal Storage,Isofix Child Seat Mounts,Keyless Entry,Knee Airbags,LEDDRLs,LEDFog Lamps,LEDHeadlights,LEDTaillights,Lane Change Indicator,Lane Watch Camera,Leather Seats,Leather Steering Wheel,Leather Wrap Gear Shift Selector,Low Fuel Warning Light,Luggage Hook And Net,Manually Adjustable Exterior Rear View Mirror,Mirror Link,Moon Roof,Multifunction Steering Wheel,Navigation System,No Of Airbags,Number Of Speaker,Outside Rear View Mirror Turn Indicators,Outside Temperature Display,Passenger Air Bag,Passenger Side Rear View Mirror,Power Adjustable Exterior Rear View Mirror,Power Antenna,Power Boot,Power Door Locks,Power Steering,Power Windows Front,Power Windows Rear,Pretensioners And Force Limiter Seatbelts,Projector Headlamps,Radio,Rain Sensing Wiper,Real Time Vehicle Tracking,Rear ACVents,Rear Camera,Rear Entertainment System,Rear Folding Table,Rear Reading Lamp,Rear Seat Belts,Rear Seat Centre Arm Rest,Rear Seat Headrest,Rear Spoiler,Rear Window Defogger,Rear Window Washer,Rear Window Wiper,Remote Climate Control,Remote Engine Start Stop,Remote Fuel Lid Opener,Remote Horn Light Control,Remote Trunk Opener,Removable Convertible Top,Roof Carrier,Roof Rail,Seat Belt Warning,Seat Lumbar Support,Side Air Bag Front,Side Air Bag Rear,Side Impact Beams,Side Stepper,Smart Access Card Entry,Smart Key Band,Smoke Headlamps,Sos Emergency Assistance,Speakers Front,Speakers Rear,Speed Alert,Speed Sensing Auto Door Lock,Steering Mounted Tripmeter,Steering Wheel Gearshift Paddles,Sun Roof,Tachometer,Tailgate Ajar,Tinted Glass,Touch Screen,Touch Screen Size,Traction Control,Trunk Light,Tyre Pressure Monitor,Usb Auxiliary Input,Vanity Mirror,Vehicle Stability Control System,Ventilated Seats,View360Camera,Voice Control,Wheel Covers,Wifi Connectivity,Wireless Phone Charging,Xenon Headlamps,id,Acceleration,Alloy Wheel Size,BoreX Stroke,Cargo Volumn,Color,Compression Ratio,Displacement,Drive Type,Engine,Engine Type,Front Brake Type,Front Tread,Fuel Suppy System,Gear Box,Gross Weight,Ground Clearance Unladen,Height,Kerb Weight,Length,Max Power,Max Torque,Mileage,No Door Numbers,No of Cylinder,Rear Brake Type,Rear Tread,Seating Capacity,Seats,Steering Type,Super Charger,Top Speed,Torque,Turbo Charger,Turning Radius,Tyre Type,Value Configuration,Values per Cylinder,Wheel Base,Wheel Size,Width,d,id
50,50,jaipur,0,Petrol,Hatchback,"70,000",Manual,5,5th Owner,Honda,Honda Brio,2012,1203,S MT,₹ 2.90 Lakh,,,,Trending Car!,High chances of sale in next 6 days,50,2012,Third Party insurance,Petrol,5 Seats,"70,000 Kms",Fifth Owner,1198 cc,Manual,2012,,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,50,,,,175-litres,Others,,1198,FWD,1198 CC,i-VTEC Engine,Disc,1480mm,PGM - Fi,5 Speed,,,1500mm,925kg,3610mm,86.8bhp,109Nm@4500rpm,19.4 kmpl,5,4.0,Drum,1465mm,5,5,Power,No,,109Nm,No,4.5 metres,"Tubeless,Radial",SOHC,4.0,2345mm,,1680mm,,50
51,51,jaipur,0,Diesel,Sedan,"90,000",Manual,2,2nd Owner,Hyundai,Hyundai Verna,2013,1817,1.6 SX,₹ 5.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,51,2013,Third Party insurance,Diesel,5 Seats,"90,000 Kms",Second Owner,1582 cc,Manual,2013,,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,51,10.62 Seconds,16,77.2mm X 84.5mm,465-litre,Others,17.3:1,1582,FWD,1582 CC,Diesel Engine,Disc,,CRDI,6 Speed ,,,1475mm,1260,4370mm,126.32bhp,259.8Nm@1900-2750rpm,22.32 kmpl,4,4.0,Disc,,5,5,Power,No,190km/hr,259.8Nm,Yes,5.2 metres,"Tubeless,Radial",DOHC,4.0,2570mm,16,1700mm,,51
52,52,jaipur,0,Lpg,Sedan,"1,00,000",Manual,2,2nd Owner,Hyundai,Hyundai Accent,2011,1425,Executive LPG,₹ 2.10 Lakh,,,,Trending Car!,High chances of sale in next 6 days,52,2011,Third Party insurance,LPG,5 Seats,"1,00,000 Kms",RJ14,Second Owner,1495 cc,Manual,2011.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,52,,13,75.5 X 83.5 mm,380-litres,Others,9.0:1,1495,FWD,1495 CC,Bifuel Engine,Ventilated Disc ,1435mm,MPFI+LPG,5-Speed,1525kg,,1370mm,1039kg,4250mm,93.7bhp,124.5Nm@3500rpm,13.2 kmpl,4,4.0,self adjusting drums,1425mm,5,5,Power,No,,124.5Nm,No,5.0metres,"Tubeless,Radial",SOHC,4.0,2440mm,13,1670mm,,52
53,53,jaipur,0,Petrol,MUV,"70,000",Manual,1,1st Owner,Maruti,Maruti XL6,2020,7030,Zeta,₹ 9.10 Lakh,,,,Trending Car!,High chances of sale in next 6 days,53,2020,Third Party insurance,Petrol,6 Seats,"70,000 Kms",RJ02,First Owner,1462 cc,Manual,2020.0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,53,,R15,74.0x85.0,209,White,10.5:1,1462,FWD,1462 CC,K15B Smart Hybrid,Ventilated Disc,1590mm,,5-Speed,1730kg,180mm,1700mm,1180kg,4445mm,103.2bhp,138nm@4400rpm,19.01 kmpl,5,4.0,Leading & Trailing Drum,1570mm,6,6,Power,,,138nm,,5.2 metres,"Tubeless,Radial",,4.0,2740mm,R15,1775mm,,53
54,54,jaipur,0,Petrol,Hatchback,"80,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2010,4339,LXI Minor,₹ 2.25 Lakh,,,,Trending Car!,High chances of sale in next 6 days,54,2010,Third Party insurance,Petrol,5 Seats,"80,000 Kms",RJ14,First Owner,1061 cc,Manual,2010.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,,13,,,Others,,1061,FWD,1061 CC,FC Petrol Engine,Ventilated Disc,1295mm,MPFI,5 Speed,1350kg,,1700mm,870kg,3595mm,67bhp,84Nm@3500rpm,18.9 kmpl,4,3.0,Drum,1290mm,5,5,Power,No,,84Nm,No,4.6metres,"Tubeless, Radial",,4.0,2400mm,13,1475mm,,54
55,55,jaipur,0,Petrol,Hatchback,"43,336",Manual,1,1st Owner,Hyundai,Hyundai i20,2018,6252,Petrol Asta Option,₹ 7.25 Lakh,,,,Trending Car!,High chances of sale in next 6 days,55,Aug 2018,Comprehensive,Petrol,5 Seats,"43,336 Kms",RJ45,First Owner,1197 cc,Manual,2018.0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,55,13.2 Seconds,16,,285-litres,Grey,,1197,FWD,1197 CC,Kappa VTVT Petrol Engine,Disc,1505mm,MPFI,5 Speed,,,1505mm,1140,3985mm,81.86bhp,114.73nm@4000rpm,18.6 kmpl,5,4.0,Drum,1503mm,5,5,Power,No,170 Kmph,114.73nm,No,5.2 metres,Tubeless,DOHC,4.0,2570mm,16,1734mm,,55
56,56,jaipur,0,Diesel,MUV,"1,20,000",Manual,2,2nd Owner,Mahindra,Mahindra Marazzo,2018,6572,M2 8Str BSIV,₹ 5.70 Lakh,,,,Trending Car!,High chances of sale in next 6 days,56,2018,Third Party insurance,Diesel,8 Seats,"1,20,000 Kms",RJ14,Second Owner,1497 cc,Manual,2018.0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,56,,,,190,Gray,,1497,FWD,1497 CC,D15 1.5 Liter Diesel Engine,Disc,,CRDi,6 Speed,,200mm,1774 mm,1650 kgs,4585 mm,121bhp,300Nm@1750-2500rpm,17.3 kmpl,5,4.0,Disc,,8,8,Power,No,,300Nm,Yes,5.25 meters,"Tubless, Radial",,4.0,2760 mm,,1866 mm,,56
57,57,jaipur,0,Petrol,Sedan,"40,000",Automatic,2,2nd Owner,Honda,Honda City,2020,7902,VX CVT,₹ 12 Lakh,,,,Trending Car!,High chances of sale in next 6 days,57,2020,Third Party insurance,Petrol,5 Seats,"40,000 Kms",RJ45,Second Owner,1498 cc,Automatic,2020.0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,57,,16,,506,Black,,1498,,1498 CC,Water Cooled Inline i-VTEC DOHC with VTC,Ventilated Disc,1496mm,,CVT,1482-1528kg,,1489mm,1107-1153kg,4549mm,119.35bhp,145Nm@4300rpm,18.3 kmpl,4,4.0,Drum,1484mm,5,5,Electric,,,145Nm,,5.3,"Tubeless, Radial",DOHC,4.0,2600mm,16,1748mm,,57
58,58,jaipur,0,Petrol,SUV,"90,000",Manual,2,2nd Owner,Tata,Tata Nexon,2018,5992,1.2 Revotron XM,₹ 7.21 Lakh,,,,Trending Car!,High chances of sale in next 6 days,58,2018,Third Party insurance,Petrol,5 Seats,"90,000 Kms",RJ45,Second Owner,1198 cc,Manual,2018.0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,58,11.64 Seconds,,77x85.8,350,White,,1198,FWD,1198 CC,Revotron 1.2L Turbocharged engine,Disc,1540 mm,MPFI,6 Speed,,209 mm,1607mm,1252Kg,3994mm,108.5bhp,170Nm@1750-4000rpm,17 kmpl,5,3.0,Drum,1530 mm,5,5,Power,No,154.19 kmph,170Nm,Yes,5.1m,Tubeless Radial Tyres,DOHC,4.0,2498mm,,1811mm,,58
59,59,jaipur,0,Petrol,Hatchback,"21,659",Manual,1,1st Owner,Honda,Honda Jazz,2021,7978,ZX,₹ 7.75 Lakh,,,,Trending Car!,High chances of sale in next 6 days,59,Mar 2021,Third Party insurance,Petrol,5 Seats,"21,659 Kms",RJ45,First Owner,1199 cc,Manual,2021.0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,59,,15,,354,White,,1199,,1199 CC,1.2 i-VTEC,Disc,,,5 Speed,,,1544,1063,3989mm,88.50bhp,110Nm@4800rpm,17.1 kmpl,5,4.0,Drum,,5,5,Electric,,,110Nm,,5.1,"Tubeless, Radial",SOHC,4.0,2530,15,1694,,59
60,60,jaipur,0,Diesel,SUV,"80,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2017,4297,VDi,₹ 7.40 Lakh,,,,Trending Car!,High chances of sale in next 6 days,60,2017,Third Party insurance,Diesel,5 Seats,"80,000 Kms",RJ14,First Owner,1248 cc,Manual,2017.0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,60,12.36 Seconds,,69.6 X 82,328-litres,Gray,,1248,FWD,1248 CC,DDiS 200 Diesel Engine,Ventilated Disc,,CRDi,5 Speed,1680kg,,1640mm,1180kg,3995mm,88.5bhp,200Nm@1750rpm,24.3 kmpl,5,4.0,Drum,,5,5,Power,No,172 kmph,200Nm,Yes,5.2 meters,"Tubeless,Radial",DOHC,4.0,2500mm,,1790mm,,60
61,61,jaipur,0,Petrol,Hatchback,"63,662",Automatic,1,1st Owner,Maruti,Maruti Baleno,2018,5920,1.2 CVT Alpha,₹ 7.32 Lakh,₹ 8 Lakh,,,Trending Car!,High chances of sale in next 6 days,61,Apr 2018,Third Party insurance,Petrol,5 Seats,"63,662 Kms",RJ45,First Owner,1197 cc,Automatic,2018.0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,61,12.36 seconds,16,,339-litres,Silver,,1197,FWD,1197 CC,VVT Petrol Engine,Disc,1515mm,MPFI,CVT,1360kg,,1510mm,935kg,3995mm,83.1bhp,115Nm@4000rpm,21.4 kmpl,5,4.0,Drum,1525mm,5,5,Power,No,180 Kmph,115Nm,No,4.9 meters,"Tubeless,Radial",DOHC,4.0,2520mm,16,1745mm,,61
62,62,jaipur,0,Diesel,MUV,"1,88,000",Manual,2,2nd Owner,Toyota,Toyota Innova,2012,2394,2.5 VX (Diesel) 8 Seater,₹ 6.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,62,May 2012,Comprehensive,Diesel,8 Seats,"1,88,000 Kms",RJ14,Second Owner,2494 cc,Manual,2012.0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62,,15,,,Grey,,2494,FWD,2494 CC,In-Line Engine,Ventilated Disc,1510mm,Common Rail,5 Speed,2300kg,,1760mm,1680kg,4585mm,100bhp,200Nm@1400-3400rpm,12.99 kmpl,5,4.0,Leading-Trailing Drum,1510mm,8,8,Power,No,,200Nm,Yes,5.4 metres,"Tubeless,Radial",DOHC,4.0,2750mm,15,1760mm,,62
63,63,jaipur,0,Diesel,Sedan,"82,058",Automatic,1,1st Owner,Jaguar,Jaguar XJ,2019,5015,3.0L Portfolio,₹ 58.90 Lakh,,,,Trending Car!,High chances of sale in next 6 days,63,Aug 2019,Comprehensive,Diesel,5 Seats,"82,058 Kms",RJ45,First Owner,2993 cc,Automatic,2019.0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,63,6.2 Seconds,19,84 X 90 mm,520-litres,Black,16.1:1,2993,AWD,2993 CC,Diesel Engine,Disc,1626mm,Direct Injection,8 Speed,2450kg,,1460mm,1820,5255mm,301.73bhp,689Nm@1800rpm,14.47 kmpl,4,6.0,Disc,1604mm,5,5,Power,No,250 Kmph,689Nm,Yes,6.15 metres,"Tubeless,Radial",DOHC,4.0,3157mm,19,2105mm,,63
64,64,jaipur,0,Diesel,SUV,"67,847",Manual,1,1st Owner,Maruti,Maruti SX4 S Cross,2019,6025,Delta DDiS 200 SH,₹ 8.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,64,Sept 2019,Comprehensive,Diesel,5 Seats,"67,847 Kms",RJ45,First Owner,1248 cc,Manual,2019.0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,64,13.42 Seconds,,69.6 x 82 mm,353-litres,Grey,,1248,FWD,1248 CC,DDiS 200 Diesel Engine,Disc,,DDIS,5 Speed,1670kg,,1595mm,1220Kg,4300mm,88.5bhp,200Nm@1750rpm,25.1 kmpl,5,4.0,Disc,,5,5,Power,No,164.5 Kmph,200Nm,Yes,5.5 meters,"Tubeless,Radial",DOHC,4.0,2600mm,,1785mm,,64
65,65,jaipur,0,Diesel,SUV,"59,627",Automatic,1,1st Owner,Kia,Kia Seltos,2020,7121,GTX Plus Diesel AT,₹ 16.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,65,Jan 2020,Comprehensive,Diesel,5 Seats,"59,627 Kms",RJ45,First Owner,1493 cc,Automatic,2020.0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,65,,17,,433,Black,,1493,FWD,1493 CC,1.5 L CRDi VGT,Disc,,CRDi,6-Speed,,,1645mm,1540,4315mm,113.43bhp,250Nm@1500-2750rpm,18 kmpl,5,4.0,Disc,,5,5,Electric,,,250Nm,Yes,,"Tubeless, Radial",,4.0,2610mm,17,1800mm,,65
66,66,jaipur,0,Diesel,SUV,"20,000",Automatic,1,1st Owner,Tata,Tata Harrier,2022,7506,XZA Dual Tone AT BSVI,₹ 21.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,66,2022,Third Party insurance,Diesel,5 Seats,"20,000 Kms",22BH,First Owner,1956 cc,Automatic,2022.0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,66,,17,,425,Others,,1956,,1956 CC,Kryotec 2.0 L Turbocharged Engine,Disc,,,6-Speed,,,1786mm,1700,4598mm,167.67bhp,350Nm@1750-2500rpm,14.6 kmpl,5,4.0,Drum,,5,5,Power,,,350Nm,Yes,,"Tubeless, Radial",,4.0,2741mm,17,1894mm,,66
