,id,car_from,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText_heading,trendingText_desc,id,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Accessory Power Outlet,Active Noise Cancellation,Adjustable Head Lights,Adjustable Headrest,Adjustable Seats,Adjustable Steering,Air Conditioner,Air Quality Control,Alloy Wheels,Android Auto,Anti Lock Braking System,Anti Pinch Power Windows,Anti Theft Alarm,Anti Theft Device,Apple Car Play,Audio System Remote Control,Automatic Driving Lights,Automatic Head Lamps,Battery Saver,Blind Spot Monitor,Bluetooth,Brake Assist,Cassette Player,Cd Changer,Cd Player,Centeral Locking,Centrally Mounted Fuel Tank,Child Safety Locks,Chrome Garnish,Chrome Grille,Cigarette Lighter,Clutch Lock,Compass,Cornering Foglamps,Cornering Headlamps,Crash Sensor,Cruise Control,Cup Holders Front,Cup Holders Rear,Day Night Rear View Mirror,Digital Clock,Digital Odometer,Door Ajar Warning,Drive Modes,Driver Air Bag,Driving Experience Control Eco,Dual Tone Body Colour,Dual Tone Dashboard,Dvd Player,Ebd,Electric Folding Rear View Mirror,Electronic Multi Tripmeter,Eletronic Stability Control,Engine Check Warning,Engine Immobilizer,Engine Start Stop Button,Fabric Upholstery,Find My Car Location,Fog Lights Front,Fog Lights Rear,Follow Me Home Headlamps,Front Impact Beams,Gear Shift Indicator,Geo Fence Alert,Glove Box Cooling,Glove Compartment,Halogen Headlamps,Hands Free Tailgate,Heads Up Display,Heated Wing Mirror,Heater,Height Adjustable Driver Seat,Height Adjustable Front Seat Belts,Hill Assist,Hill Descent Control,Impact Sensing Auto Door Lock,Integrated Antenna,Integrated2Din Audio,Internal Storage,Isofix Child Seat Mounts,Keyless Entry,Knee Airbags,LEDDRLs,LEDFog Lamps,LEDHeadlights,LEDTaillights,Lane Change Indicator,Lane Watch Camera,Leather Seats,Leather Steering Wheel,Leather Wrap Gear Shift Selector,Low Fuel Warning Light,Luggage Hook And Net,Manually Adjustable Exterior Rear View Mirror,Mirror Link,Moon Roof,Multifunction Steering Wheel,Navigation System,No Of Airbags,Number Of Speaker,Outside Rear View Mirror Turn Indicators,Outside Temperature Display,Passenger Air Bag,Passenger Side Rear View Mirror,Power Adjustable Exterior Rear View Mirror,Power Antenna,Power Boot,Power Door Locks,Power Folding3rd Row Seat,Power Steering,Power Windows Front,Power Windows Rear,Pretensioners And Force Limiter Seatbelts,Projector Headlamps,Radio,Rain Sensing Wiper,Real Time Vehicle Tracking,Rear ACVents,Rear Camera,Rear Entertainment System,Rear Folding Table,Rear Reading Lamp,Rear Seat Belts,Rear Seat Centre Arm Rest,Rear Seat Headrest,Rear Spoiler,Rear Window Defogger,Rear Window Washer,Rear Window Wiper,Remote Climate Control,Remote Engine Start Stop,Remote Fuel Lid Opener,Remote Horn Light Control,Remote Trunk Opener,Removable Convertible Top,Roof Carrier,Roof Rail,Seat Belt Warning,Seat Lumbar Support,Side Air Bag Front,Side Air Bag Rear,Side Impact Beams,Side Stepper,Smart Access Card Entry,Smoke Headlamps,Sos Emergency Assistance,Speakers Front,Speakers Rear,Speed Alert,Speed Sensing Auto Door Lock,Steering Mounted Tripmeter,Steering Wheel Gearshift Paddles,Sun Roof,Tachometer,Tailgate Ajar,Tinted Glass,Touch Screen,Touch Screen Size,Traction Control,Trunk Light,Tyre Pressure Monitor,Usb Auxiliary Input,Vanity Mirror,Vehicle Stability Control System,Ventilated Seats,View360Camera,Voice Control,Wheel Covers,Wifi Connectivity,Wireless Phone Charging,Xenon Headlamps,id,Acceleration,Alloy Wheel Size,BoreX Stroke,Cargo Volumn,Color,Compression Ratio,Displacement,Drive Type,Engine,Engine Type,Front Brake Type,Front Tread,Fuel Suppy System,Gear Box,Gross Weight,Ground Clearance Unladen,Height,Kerb Weight,Length,Max Power,Max Torque,Mileage,No Door Numbers,No of Cylinder,Rear Brake Type,Rear Tread,Seating Capacity,Seats,Steering Type,Super Charger,Top Speed,Torque,Turbo Charger,Turning Radius,Tyre Type,Value Configuration,Values per Cylinder,Wheel Base,Wheel Size,Width,d,id
1330,1330,hyderabad,0,Petrol,Hatchback,"51,278",Manual,2,2nd Owner,Maruti,Maruti Ignis,2019,5552,1.2 Delta BSIV,₹ 5.04 Lakh,₹ 5.30 Lakh,,,Trending Car!,High chances of sale in next 6 days,1330,Sept 2019,Third Party insurance,Petrol,5 Seats,"51,278 Kms",TS09,Second Owner,1197 cc,Manual,2019.0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1330,,,,260-litres,Others,,1197,FWD,1197 CC,1.2-Litre VVT Petrol Engine,Disc,,MPFI,5 Speed,,,1595mm,835,3700mm,81.80bhp,113Nm@4200rpm,20.89 kmpl,5,4.0,Drum,,5,5,Electrical,No,,113Nm,No,4.7 m,"Tubeless,Radial",SOHC,4.0,2435mm,,1690mm,,1330
1331,1331,hyderabad,0,Diesel,SUV,"1,10,000",Manual,1,1st Owner,Ford,Ford Ecosport,2013,908,1.5 DV5 MT Titanium,₹ 4.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,1331,2013,Third Party insurance,Diesel,5 Seats,"1,10,000 Kms",AP29,First Owner,1498 cc,Manual,2013.0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1331,13.5 Seconds,16,73.5 X 88.3 mm,346-litres,Others,16.0:1,1498,FWD,1498 CC,TDCi Diesel Engine,Ventilated Disc,1519mm,Direct Injection,5 Speed,1740kg,,1708mm,1290kg,3999mm,89.84bhp,204Nm@2000-2750rpm,22.7 kmpl,5,4.0,Drum,1524mm,5,5,Power,No,182 Kmph,204Nm,Yes,5.3 metres,"Tubeless,Radial",SOHC,2.0,2520mm,16,1765mm,,1331
1332,1332,hyderabad,0,Petrol,Hatchback,"89,218",Manual,1,1st Owner,Maruti,Maruti Wagon R,2015,4310,VXI BS IV,₹ 3.36 Lakh,₹ 3.65 Lakh,,,Trending Car!,High chances of sale in next 6 days,1332,Nov 2015,Third Party,Petrol,5 Seats,"89,218 Kms",TS11,First Owner,998 cc,Manual,2015.0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1332,18.6 Seconds,,69 x 72 mm,180-liters,Silver,,998,FWD,998 CC,K10B Petrol Engine,Ventilated Disc,1295mm,,5 Speed,1350kg,,1700mm,885kg,3599mm,67.04bhp,90Nm@3500rpm,20.51 kmpl,5,3.0,Drum,1290mm,5,5,Power,No,152 kmph,90Nm,No,4.6 metres,Tubeless Tyres,DOHC,4.0,2400mm,,1495mm,,1332
1333,1333,hyderabad,0,Diesel,Sedan,"88,900",Automatic,1,1st Owner,Maruti,Maruti Swift Dzire,2018,5825,AMT ZDI Plus,₹ 7.98 Lakh,₹ 8.29 Lakh,,,Trending Car!,High chances of sale in next 6 days,1333,May 2018,Third Party insurance,Diesel,5 Seats,"88,900 Kms",TS10,First Owner,1248 cc,Automatic,2018.0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1333,,15,,378,Red,,1248,FWD,1248 CC,DDiS Diesel Engine,Disc,1530mm,CRDI,5 Speed,1405Kg,,1515mm,955-990Kg,3995mm,74.02bhp,190Nm@2000rpm,28.4 kmpl,4,4.0,Drum,1520mm,5,5,Power,No,,190Nm,Yes,4.8 metres,"Tubeless,Radial",DOHC,4.0,2450mm,15,1735mm,,1333
1334,1334,hyderabad,0,Petrol,Hatchback,"70,000",Manual,1,1st Owner,Chevrolet,Chevrolet Spark,2009,586,1.0 LT Option Pack w/ Airbag,₹ 1 Lakh,,,,Trending Car!,High chances of sale in next 6 days,1334,2009,Third Party insurance,Petrol,5 Seats,"70,000 Kms",TN39,First Owner,995 cc,Manual,2009.0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1334,13.6,13,68.5 x 67.5 mm,170 litres,Others,9.3:1,995,FWD,995 CC,In-Line Engine,Disc ,1315mm,SEFI,5-Speed,,,1518mm,840kg,3495mm,63 ,90.3 Nm @ 4200 rpm,16.5 kmpl,5,4.0,Self-Adjusting Drum,1280mm,5,5,Power,No,161 Kmph,90.3 Nm ,No,4.6 m,"Tubeless,Radial",SOHC ,2.0,2345mm,13,1495mm,,1334
1335,1335,hyderabad,0,Petrol,Hatchback,"96,639",Manual,1,1st Owner,Renault,Renault KWID,2018,5375,1.0 RXT Optional,₹ 3.62 Lakh,₹ 3.76 Lakh,,,Trending Car!,High chances of sale in next 6 days,1335,Apr 2018,Third Party insurance,Petrol,5 Seats,"96,639 Kms",TS29,First Owner,999 cc,Manual,2018.0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1335,13.90 Seconds,,,300,Silver,,999,FWD,999 CC,Petrol Engine,Disc,,MPFi,5 Speed,,,1478mm,730,3679mm,67bhp,91Nm@4250rpm,23.01 kmpl,5,3.0,Drum,,5,5,Power,No,155.8 kmph,91Nm,No,4.9 metres,"Tubeless,Radial",DOHC,4.0,2422mm,,1579mm,,1335
1336,1336,hyderabad,0,Petrol,Sedan,"19,100",Manual,1,1st Owner,Honda,Honda Amaze,2019,6423,VX Petrol BSIV,₹ 7.50 Lakh,,,,Trending Car!,High chances of sale in next 6 days,1336,Dec 2019,Comprehensive,Petrol,5 Seats,"19,100 Kms",TS07,First Owner,1199 cc,Manual,2019.0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1336,15 Seconds,14,,420Liters,White,,1199,FWD,1199 CC,i-VTEC Petrol Engine,Disc,,MPFi,5 Speed,,,1501mm,924kg,3995mm,88.76bhp,110Nm@4800rpm,19.5 kmpl,4,4.0,Drum,,5,5,Power,No,160 Kmph,110Nm,No,4.5 metres,"Tubeless,Radial",SOHC,4.0,2470mm,14,1695mm,,1336
1337,1337,hyderabad,0,Petrol,Sedan,"1,00,000",Manual,2,2nd Owner,Ford,Ford Ikon,2004,1088,1.6 SXi,"₹ 90,000 ",,,,Trending Car!,High chances of sale in next 6 days,1337,2004,Third Party insurance,Petrol,5 Seats,"1,00,000 Kms",AP28,Second Owner,1597 cc,Manual,2004.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1337,14.5 seconds,13,75.0 x 55.0 mm,400 litres,Silver,10.2:1,1597,FWD,1597 CC,In-Line Engine,Ventilated Disc,,SEFI,5 Speed,,,"1,379 mm",1120,"4,140 mm",92,130@2500(kgm@rpm),14.2 kmpl,4,4.0,Drum,,5,5,Power,No,157 kmph,130,No,4.9 m,"Tubeless,Radial",SOHC,2.0,"2,486 mm",13,"1,634 mm",,1337
1338,1338,hyderabad,0,Petrol,MUV,"70,000",Manual,2,2nd Owner,Maruti,Maruti XL6,2021,7030,Zeta,₹ 10.30 Lakh,,,,Trending Car!,High chances of sale in next 6 days,1338,2021,Third Party insurance,Petrol,6 Seats,"70,000 Kms",TS09,Second Owner,1462 cc,Manual,2021.0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1338,,R15,74.0x85.0,209,Others,10.5:1,1462,FWD,1462 CC,K15B Smart Hybrid,Ventilated Disc,1590mm,,5-Speed,1730kg,180mm,1700mm,1180kg,4445mm,103.2bhp,138nm@4400rpm,19.01 kmpl,5,4.0,Leading & Trailing Drum,1570mm,6,6,Power,,,138nm,,5.2 metres,"Tubeless,Radial",,4.0,2740mm,R15,1775mm,,1338
1339,1339,hyderabad,0,Petrol,Hatchback,"10,000",Manual,2,2nd Owner,Tata,Tata Tiago,2021,7381,XT BSVI,₹ 7 Lakh,,,,Trending Car!,High chances of sale in next 6 days,1339,2021,Third Party insurance,Petrol,5 Seats,"10,000 Kms",TS07,Second Owner,1199 cc,Manual,2021.0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1339,,,,,Others,,1199,,1199 CC,1.2 L Revotron,Disc,,,5-Speed,,,1535,982,3765mm,84.82bhp,113Nm@3300rpm,19.01 kmpl,5,3.0,Drum,,5,5,Electric,,,113Nm,,,"Tubeless, Radial",,4.0,2400,,1677,,1339
1340,1340,hyderabad,0,Diesel,Hatchback,"1,00,000",Manual,3,3rd Owner,Hyundai,Hyundai Grand i10,2014,1541,CRDi Asta,₹ 3.95 Lakh,,,,Trending Car!,High chances of sale in next 6 days,1340,2014,Third Party insurance,Diesel,5 Seats,"1,00,000 Kms",TS10,Third Owner,1120 cc,Manual,2014.0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1340,15.6 Seconds,14,,256-liters,Others,,1120,FWD,1120 CC,U2 CRDi  Diesel Engine,Disc,1479mm,CRDi,5 Speed,,,1520mm,1025kg,3765mm,70bhp,160Nm@1500-2750rpm,24 kmpl,5,3.0,Drum,1493mm,5,5,Power,No,157 Kmph,160Nm,No,4.8 metres,Tubeless,DOHC,4.0,2425mm,14,1660mm,,1340
1341,1341,hyderabad,0,Petrol,Sedan,"50,000",Manual,1,1st Owner,Skoda,Skoda Rapid,2019,5498,1.6 MPI Style BSIV,₹ 8.30 Lakh,,,,Trending Car!,High chances of sale in next 6 days,1341,2019,Third Party insurance,Petrol,5 Seats,"50,000 Kms",TS08,First Owner,1598 cc,Manual,2019.0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1341,,16,,460,Others,,1598,FWD,1598 CC,Petrol Engine,Disc,,MPFI,5 Speed,1680Kg,120mm,1466mm,1137kg,4413mm,103.2bhp,153Nm@3750-3800rpm,14.3 kmpl,4,4.0,Drum,,5,5,Power,No,185kmph,153Nm,No,5.3 meters,"Tubeless,Radial",DOHC,4.0,2552mm,16,1699mm,,1341
1342,1342,hyderabad,0,Diesel,SUV,"1,20,000",Automatic,1,1st Owner,Toyota,Toyota Fortuner,2014,2252,4x2 AT,₹ 15 Lakh,,,,Trending Car!,High chances of sale in next 6 days,1342,2014,Third Party insurance,Diesel,7 Seats,"1,20,000 Kms",AP23,First Owner,2982 cc,Automatic,2014.0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1342,9.6 Seconds,17,,296-litres,Others,,2982,FWD,2982 CC,D-4D Diesel Engine,Ventilated Disc,1540mm,CRDi,5 Speed ,2510kg,,1850mm,1880kg,4705mm,168.5bhp,360Nm@1400-3200rpm,12.55 kmpl,5,4.0,Drum,1540mm,7,7,Power,No,176 Kmph,360Nm,Yes,5.6 metres,"Tubeless,Radial",DOHC,4.0,2750mm,17,1840mm,,1342
1343,1343,hyderabad,0,Petrol,Hatchback,"1,14,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2011,1644,1.2 Magna,₹ 2.80 Lakh,,,,Trending Car!,High chances of sale in next 6 days,1343,Jun 2011,Third Party insurance,Petrol,5 Seats,"1,14,000 Kms",AP10,First Owner,1197 cc,Manual,2011.0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1343,,14,,,White,,1197,,1197 CC,In-Line Engine,Disk,"1,505 mm",MPFI,5 Speed,,,1505 mm,1020,3940 mm,80 PS at 5200 rpm,"11.4 kgm at 4,000 rpm",18.5 kmpl,5,4.0,Drum,"1,503 mm",5,5,Power,No,,"11.4 kgm at 4,000 rpm",No,5.2 mtrs.,"Tubeless,Radial",DOHC,4.0,"2,525 mm",14,1710 mm,,1343
1344,1344,hyderabad,0,Petrol,Hatchback,"57,435",Manual,1,1st Owner,Hyundai,Hyundai Santro,2019,6668,Asta BSIV,₹ 4.85 Lakh,₹ 5.33 Lakh,,,Trending Car!,High chances of sale in next 6 days,1344,Apr 2019,Comprehensive,Petrol,5 Seats,"57,435 Kms",TS07,First Owner,1086 cc,Manual,2019.0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1344,,,,235,Yellow,,1086,FWD,1086 CC,1.1 litre Petrol Engine,Disc,1463 mm,MPFI,5 Speed,,,1560 mm,990,3610 mm,68bhp,99Nm@4500 rpm,20.3 kmpl,5,4.0,Drum,1481 mm,5,5,Power,No,,99Nm,No,,"Tubeless,Radial",DOHC,3.0,2400 mm,,1645 mm,,1344
1345,1345,hyderabad,0,Petrol,Hatchback,"24,978",Manual,2,2nd Owner,Hyundai,Hyundai Santro,2019,6668,Asta BSIV,₹ 4.95 Lakh,₹ 5.43 Lakh,,,Trending Car!,High chances of sale in next 6 days,1345,Jun 2019,Third Party insurance,Petrol,5 Seats,"24,978 Kms",TS15,Second Owner,1086 cc,Manual,2019.0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1345,,,,235,Brown,,1086,FWD,1086 CC,1.1 litre Petrol Engine,Disc,1463 mm,MPFI,5 Speed,,,1560 mm,990,3610 mm,68bhp,99Nm@4500 rpm,20.3 kmpl,5,4.0,Drum,1481 mm,5,5,Power,No,,99Nm,No,,"Tubeless,Radial",DOHC,3.0,2400 mm,,1645 mm,,1345
