,id,car_from,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText_heading,trendingText_desc,id,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Accessory Power Outlet,Active Noise Cancellation,Adjustable Head Lights,Adjustable Headrest,Adjustable Seats,Adjustable Steering,Air Conditioner,Air Quality Control,Alloy Wheels,Android Auto,Anti Lock Braking System,Anti Pinch Power Windows,Anti Theft Alarm,Anti Theft Device,Apple Car Play,Audio System Remote Control,Automatic Driving Lights,Automatic Head Lamps,Battery Saver,Blind Spot Monitor,Bluetooth,Brake Assist,Cassette Player,Cd Changer,Cd Player,Centeral Locking,Centrally Mounted Fuel Tank,Child Safety Locks,Chrome Garnish,Chrome Grille,Cigarette Lighter,Clutch Lock,Compass,Cornering Foglamps,Cornering Headlamps,Crash Sensor,Cruise Control,Cup Holders Front,Cup Holders Rear,Day Night Rear View Mirror,Digital Clock,Digital Odometer,Door Ajar Warning,Drive Modes,Driver Air Bag,Driving Experience Control Eco,Dual Tone Body Colour,Dual Tone Dashboard,Dvd Player,Ebd,Electric Folding Rear View Mirror,Electronic Multi Tripmeter,Eletronic Stability Control,Engine Check Warning,Engine Immobilizer,Engine Start Stop Button,Fabric Upholstery,Find My Car Location,Fog Lights Front,Fog Lights Rear,Follow Me Home Headlamps,Front Impact Beams,Gear Shift Indicator,Geo Fence Alert,Glove Box Cooling,Glove Compartment,Halogen Headlamps,Hands Free Tailgate,Heads Up Display,Heated Wing Mirror,Heater,Height Adjustable Driver Seat,Height Adjustable Front Seat Belts,Hill Assist,Hill Descent Control,Impact Sensing Auto Door Lock,Integrated Antenna,Integrated2Din Audio,Internal Storage,Isofix Child Seat Mounts,Keyless Entry,Knee Airbags,LEDDRLs,LEDFog Lamps,LEDHeadlights,LEDTaillights,Lane Change Indicator,Lane Watch Camera,Leather Seats,Leather Steering Wheel,Leather Wrap Gear Shift Selector,Low Fuel Warning Light,Luggage Hook And Net,Manually Adjustable Exterior Rear View Mirror,Mirror Link,Moon Roof,Multifunction Steering Wheel,Navigation System,No Of Airbags,Number Of Speaker,Outside Rear View Mirror Turn Indicators,Outside Temperature Display,Passenger Air Bag,Passenger Side Rear View Mirror,Power Adjustable Exterior Rear View Mirror,Power Antenna,Power Boot,Power Door Locks,Power Folding3rd Row Seat,Power Steering,Power Windows Front,Power Windows Rear,Pretensioners And Force Limiter Seatbelts,Projector Headlamps,Radio,Rain Sensing Wiper,Real Time Vehicle Tracking,Rear ACVents,Rear Camera,Rear Entertainment System,Rear Folding Table,Rear Reading Lamp,Rear Seat Belts,Rear Seat Centre Arm Rest,Rear Seat Headrest,Rear Spoiler,Rear Window Defogger,Rear Window Washer,Rear Window Wiper,Remote Climate Control,Remote Engine Start Stop,Remote Fuel Lid Opener,Remote Horn Light Control,Remote Trunk Opener,Removable Convertible Top,Roof Carrier,Roof Rail,Seat Belt Warning,Seat Lumbar Support,Side Air Bag Front,Side Air Bag Rear,Side Impact Beams,Side Stepper,Smart Access Card Entry,Smoke Headlamps,Sos Emergency Assistance,Speakers Front,Speakers Rear,Speed Alert,Speed Sensing Auto Door Lock,Steering Mounted Tripmeter,Steering Wheel Gearshift Paddles,Sun Roof,Tachometer,Tailgate Ajar,Tinted Glass,Touch Screen,Touch Screen Size,Traction Control,Trunk Light,Tyre Pressure Monitor,Usb Auxiliary Input,Vanity Mirror,Vehicle Stability Control System,Ventilated Seats,View360Camera,Voice Control,Wheel Covers,Wifi Connectivity,Wireless Phone Charging,Xenon Headlamps,id,Acceleration,Alloy Wheel Size,BoreX Stroke,Cargo Volumn,Color,Compression Ratio,Displacement,Drive Type,Engine,Engine Type,Front Brake Type,Front Tread,Fuel Suppy System,Gear Box,Gross Weight,Ground Clearance Unladen,Height,Kerb Weight,Length,Max Power,Max Torque,Mileage,No Door Numbers,No of Cylinder,Rear Brake Type,Rear Tread,Seating Capacity,Seats,Steering Type,Super Charger,Top Speed,Torque,Turbo Charger,Turning Radius,Tyre Type,Value Configuration,Values per Cylinder,Wheel Base,Wheel Size,Width,d,id
98,98,hyderabad,0,Petrol,Hatchback,"22,000",Automatic,1,1st Owner,Hyundai,Hyundai Grand i10,2018,5606,1.2 Kappa Sportz Option AT,₹ 6.75 Lakh,,,,Trending Car!,High chances of sale in next 6 days,98,Sept 2018,Third Party,Petrol,5 Seats,"22,000 Kms",TS08,First Owner,1197 cc,Automatic,2018.0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,98,12.9 Seconds,14,,256,Grey,,1197,FWD,1197 CC,Kappa VTVT Petrol Engine,Disc,1479mm,MPFI,4 Speed,,,1520mm,1200,3765mm,81.86bhp,113.75nm@4000rpm,18.9 kmpl,5,4.0,Drum,1493mm,5,5,Power,No,165 Kmph,113.75nm,No,4.8 metres,Tubeless,DOHC,4.0,2425mm,14,1660mm,,98
99,99,hyderabad,0,Petrol,Hatchback,"70,200",Manual,1,1st Owner,Datsun,Datsun GO,2018,7852,T,₹ 4.30 Lakh,₹ 4.34 Lakh,,,Trending Car!,High chances of sale in next 6 days,99,Feb 2019,Third Party insurance,Petrol,5 Seats,"70,200 Kms",TS33,First Owner,1198 cc,Manual,2018.0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,99,13.3 Seconds,,,265-litres,White,,1198,FWD,1198 CC,Naturally Aspirated 12V,Disc,1440mm,Electronic Injection System,5 Speed,,180mm,1507mm,886kg,3788mm,67.05bhp,104Nm@4000rpm,19.02 kmpl,5,3.0,Drum,1445mm,5,5,Power,No,,104Nm,No,4.6 metres,Tubeless,DOHC,4.0,2450mm,,1636mm,,99
100,100,hyderabad,0,Petrol,Hatchback,"60,004",Manual,1,1st Owner,Renault,Renault KWID,2019,5656,Climber 1.0 MT,₹ 4.20 Lakh,₹ 4.28 Lakh,,,Trending Car!,High chances of sale in next 6 days,100,May 2019,Third Party insurance,Petrol,5 Seats,"60,004 Kms",TS03,First Owner,999 cc,Manual,2019.0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,100,13.90 Seconds,,,300,Silver,,999,FWD,999 CC,Petrol Engine,Disc,,MPFi,5 Speed,,,1478mm,730,3679mm,67bhp,91Nm@4250rpm,23.01 kmpl,5,3.0,Drum,,5,5,Power,No,155.8 kmph,91Nm,No,4.9 metres,"Tubeless,Radial",DOHC,4.0,2422mm,,1579mm,,100
101,101,hyderabad,0,Petrol,Hatchback,"60,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2020,7054,ZXI 1.2,₹ 5.80 Lakh,,,,Trending Car!,High chances of sale in next 6 days,101,2020,Third Party insurance,Petrol,5 Seats,"60,000 Kms",TS25,First Owner,1197 cc,Manual,2020.0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,101,18.6 Seconds,,69 x 72 mm,341 Litres,Others,,1197,FWD,1197 CC,K12M Petrol Engine,Disc,,MPFI,5 Speed,1340kg,,1675 mm,830-845kg,3655 mm,81.80bhp,113Nm@4200rpm,20.52 kmpl,5,4.0,Drum,,5,5,Power,No,,113Nm,No,4.7 metres,"Tubeless Tyres, Radial",DOHC,4.0,2435 mm,,1620 mm,,101
102,102,hyderabad,0,Petrol,Hatchback,"57,078",Manual,2,2nd Owner,Hyundai,Hyundai i10,2013,1569,Magna 1.1L,₹ 3.34 Lakh,₹ 3.55 Lakh,,,Trending Car!,High chances of sale in next 6 days,102,Apr 2013,Third Party,Petrol,5 Seats,"57,078 Kms",AP13,Second Owner,1086 cc,Manual,2013.0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,102,14.3 Seconds,,,225-litres,Others,,1086,FWD,1086 CC,IRDE2 Engine,Ventilated Disc,1400mm,MPFI,5 Speed,,,1550mm,860kg,3585mm,68.05bhp,99.04Nm@4500rpm,19.81 kmpl,5,4.0,Drum,1385mm,5,5,Power,No,165 Kmph,99.04Nm,No,4.7 metres,Tubeless,SOHC,3.0,2380mm,,1595mm,,102
103,103,hyderabad,0,Petrol,Hatchback,"63,789",Manual,1,1st Owner,Maruti,Maruti Ritz,2014,4144,ZXi,₹ 4.02 Lakh,₹ 4.13 Lakh,,,Trending Car!,High chances of sale in next 6 days,103,Jun 2014,Comprehensive,Petrol,5 Seats,"63,789 Kms",TS07,First Owner,1197 cc,Manual,2014.0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,103,15 Seconds,14,,236-liters,Silver,,1197,FWD,1197 CC,K Series Petrol Engine,Ventilated Disc,1470mm,MPFI,5 Speed,1430kg,,1620mm,1030kg,3775mm,85.80bhp,114Nm@4000rpm,18.5 kmpl,5,4.0,Drum,1480mm,5,5,Power,No,156 Kmph,114Nm,No,4.7 metres,"Tubeless,Radial",DOHC,4.0,2360mm,14,1680mm,,103
104,104,hyderabad,0,Diesel,Hatchback,"1,20,000",Manual,1,1st Owner,Chevrolet,Chevrolet Beat,2016,428,Diesel LT,₹ 2.40 Lakh,,,,Trending Car!,High chances of sale in next 6 days,104,2016,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",TS03,First Owner,936 cc,Manual,2016.0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,104,21.2 Seconds,,,170-litres,Others,,936,FWD,936 CC,XSDE Engine,Disc,,Direct Injection,5 Speed,,,1550mm,1025,3640mm,56.3bhp,142.5Nm@1750rpm,25.44 kmpl,5,3.0,Drum,,5,5,Power,No,165 kmph,142.5Nm,Yes,4.85 metres,Tubeless ,DOHC,4.0,2375mm,,1595mm,,104
105,105,hyderabad,0,Diesel,Sedan,"1,18,207",Automatic,2,2nd Owner,Maruti,Maruti Ciaz,2018,6557,Delta Diesel,₹ 7.34 Lakh,,,,Trending Car!,High chances of sale in next 6 days,105,Aug 2018,Zero Dep,Diesel,5 Seats,"1,18,207 Kms",TS08,Second Owner,1248 cc,Automatic,2018.0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,105,,15,69.6 x 82 mm,510-litres,Silver,,1248,FWD,1248 CC,DDIS 200 Engine,Ventilated Disc,,CRDI,5 Speed,1590 kg,,1485 mm,1105,4490 mm,88.50bhp,200Nm@1750rpm,28.09 kmpl,4,4.0,Drum,,5,5,Power,No,,200Nm,Yes,5.4 metres,"Tubeless, Radial",DOHC,4.0,2650 mm,15,1730 mm,,105
106,106,hyderabad,0,Petrol,Sedan,"53,000",Manual,1,1st Owner,Honda,Honda City,2017,7260,V MT,₹ 7.95 Lakh,,,,Trending Car!,High chances of sale in next 6 days,106,Feb 2018,Comprehensive,Petrol,5 Seats,"53,000 Kms",TS07,First Owner,1497 cc,Manual,2017.0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,106,,15,,510,White,,1497,,1497 CC,i-VTEC,Ventilated Disc,1490,,5 Speed,1436,,1495,1061,4440,117.60bhp,145Nm@4600rpm,17.4 kmpl,4,4.0,Drum,1480,5,5,Electric,,,145Nm,,5.3,"Tubeless, Radial",SOHC,4.0,2600,15,1695,,106
107,107,hyderabad,0,Petrol,Hatchback,"1,05,224",Manual,2,2nd Owner,Maruti,Maruti Baleno,2016,3970,1.2 Alpha,₹ 5.70 Lakh,₹ 6.24 Lakh,,,Trending Car!,High chances of sale in next 6 days,107,Sept 2016,Comprehensive,Petrol,5 Seats,"1,05,224 Kms",TS07,Second Owner,1197 cc,Manual,2016.0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,107,12.36 seconds,16,,339-litres,Silver,,1197,FWD,1197 CC,VVT Petrol Engine,Disc,1505mm,MPFI,5 Speed,1340kg,,1510mm,890Kg,3995mm,83.1bhp,115Nm@4000rpm,21.4 kmpl,5,4.0,Drum,1515mm,5,5,Power,No,180 Kmph,115Nm,No,4.9 meters,"Tubeless,Radial",DOHC,4.0,2520mm,16,1745mm,,107
108,108,hyderabad,0,Petrol,Hatchback,"20,837",Manual,2,2nd Owner,Hyundai,Hyundai Santro,2021,7460,Asta,₹ 5.51 Lakh,₹ 5.88 Lakh,,,Trending Car!,High chances of sale in next 6 days,108,Oct 2021,Zero Dep,Petrol,5 Seats,"20,837 Kms",TS04,Second Owner,1086 cc,Manual,2021.0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,108,,,,235,White,,1086,FWD,1086 CC,1.1 L Petrol,Disc,1463,MPFI,5 Speed,,,1560 mm,990,3610 mm,68.05bhp,99Nm@4500 rpm,20.3 kmpl,5,4.0,Drum,1481,5,5,Electric,No,,99Nm,No,,"Tubeless,Radial",SOHC,3.0,2400 mm,,1645 mm,,108
109,109,hyderabad,0,Petrol,Hatchback,"1,00,000",Manual,2,2nd Owner,Hyundai,Hyundai i20,2010,1627,Magna,₹ 2.80 Lakh,,,,Trending Car!,High chances of sale in next 6 days,109,2010,Third Party insurance,Petrol,5 Seats,"1,00,000 Kms",MH04,Second Owner,1197 cc,Manual,2010.0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,109,,14,,,Others,,1197,,1197 CC,In-Line Engine,Disk,"1,505 mm",MPFI,5 Speed,,,1505 mm,1020,3940 mm,80 PS at 5200 rpm,"11.4 kgm at 4,000 rpm",18.5 kmpl,5,4.0,Drum,"1,503 mm",5,5,Power,No,,"11.4 kgm at 4,000 rpm",No,5.20 mtrs.,"Tubeless,Radial",DOHC,4.0,"2,525 mm",14,1710 mm,,109
110,110,hyderabad,0,Petrol,Hatchback,"24,021",Manual,1,1st Owner,Datsun,Datsun RediGO,2021,7845,T Option,₹ 4.63 Lakh,₹ 4.75 Lakh,,,Trending Car!,High chances of sale in next 6 days,110,Nov 2021,Third Party insurance,Petrol,5 Seats,"24,021 Kms",TS11,First Owner,799 cc,Manual,2021.0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,110,,,,222,Blue,,799,FWD,799 CC,0.8L Petrol Engine,Disc,,MPFi,5-Speed,,,1546mm,770,3435mm,53.64bhp,72Nm@4250rpm,20.71 kmpl,5,3.0,Drum,,5,5,Power,No,,72Nm,No,4.7m,tubeless tyre,DOHC,4.0,2348mm,,1574mm,,110
111,111,hyderabad,0,Petrol,Sedan,"61,000",Manual,1,1st Owner,Maruti,Maruti Ciaz,2016,4006,ZXi,₹ 6.25 Lakh,,,,Trending Car!,High chances of sale in next 6 days,111,Feb 2016,Third Party insurance,Petrol,5 Seats,"61,000 Kms",TS10,First Owner,1373 cc,Manual,2016.0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,111,14 Seconds,15,73 X 82mm,510-litres,Grey,10.1:1,1373,FWD,1373 CC,k14B VVT Engine,Ventilated Disc,1495mm,MPFI,5 Speed,1490kg,,1485mm,1030kg,4490mm,91.1bhp,130Nm@4000rpm,20.73 kmpl,4,4.0,Drum,1505mm,5,5,Power,No,190 kmph,130Nm,No,5.4 metres,"Tubeless, Radial",DOHC,4.0,2650mm,15,1730mm,,111
112,112,hyderabad,0,Diesel,Sedan,"1,20,000",Automatic,2,2nd Owner,Volvo,Volvo S60,2013,2072,D4 SUMMUM,₹ 8 Lakh,,,,Trending Car!,High chances of sale in next 6 days,112,2013,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",GJ06,Second Owner,1984 cc,Automatic,2013.0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,112,9.2 Seconds,18,82 x 93.2 mm,380-litres,Others,,1984,FWD,1984 CC,Turbo Diesel Engine,Disc,1588mm,CRDI,8 Speed,2060kg,,1484mm,1652kg,4635mm,181bhp,400Nm@1750-2500rpm,9 kmpl,4,4.0,Disc,1585mm,5,5,Power,No,215 Kmph,400Nm,Yes,5.65 metres,"Tubeless,Radial",DOHC,4.0,2776mm,18,2097mm,,112
113,113,hyderabad,0,Petrol,Sedan,"64,000",Manual,2,2nd Owner,Ford,Ford Fiesta,2008,959,1.6 ZXI Duratec,₹ 2 Lakh,,,,Trending Car!,High chances of sale in next 6 days,113,2008,Third Party insurance,Petrol,5 Seats,"64,000 Kms",Second Owner,1596 cc,Manual,2008,,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,113,11.7 seconds,14,76.0 x 76.5 mm,430 litres,Black,9.75:1,1596,FWD,1596 CC,In-Line Engine,Ventilated Disc,"1,474 mm",SEFI,5 Speed,,,"1,468 mm","1,130 kg","4,282 mm",101 ,"14.9 @ 3,400 (kgm@rpm)",15.3 kmpl,4,4.0,Self-Adjusting Drum,"1,444 mm",5,5,Power,No,179 kmph,14.9 ,No,4.9 m,"Tubeless,Radial",DOHC,4.0,"2,486 mm",14,"1,686 mm",,113
